Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Ukraine,UKR,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,United Arab Emirates,ARE,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,United Kingdom,GBR,..,..,..,..,..,133.3,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,United States,USA,..,..,..,..,..,54.71,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Uruguay,URY,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Uzbekistan,UZB,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Vanuatu,VUT,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,"Venezuela, RB",VEN,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Vietnam,VNM,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,West Bank and Gaza,PSE,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,"Yemen, Rep.",YEM,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Zambia,ZMB,..,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Zimbabwe,ZWE,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Afghanistan,AFG,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Albania,ALB,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Algeria,DZA,..,..,..,20.9,16.4,6,5.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,American Samoa,ASM,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Andorra,AND,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Angola,AGO,..,..,..,47.9,31.2,25.8,39
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Argentina,ARG,..,..,..,11.6,5.5,3.6,4.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Armenia,ARM,..,..,..,12.6,5.3,6.4,3.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Aruba,ABW,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Australia,AUS,..,..,..,0,0.1,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Austria,AUT,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Azerbaijan,AZE,..,..,..,33.8,14.4,8.2,6.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bahrain,BHR,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bangladesh,BGD,..,..,..,77.1,68.9,57.8,43.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Barbados,BRB,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Belarus,BLR,..,..,..,4.8,1.8,0.4,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Belgium,BEL,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Belize,BLZ,..,..,..,20.6,21.6,21.7,23.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Benin,BEN,..,..,..,43.2,41.4,45.8,46
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bermuda,BMU,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bhutan,BTN,..,..,..,24.8,29.1,15.2,6.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bolivia,BOL,..,..,..,53,42.2,34.6,11.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,2.1,1.6,1.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Botswana,BWA,..,..,..,40.6,27.6,17.2,6.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Brazil,BRA,..,..,..,19.4,13.9,11.8,13.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bulgaria,BGR,..,..,..,..,2.9,3.5,3.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Burkina Faso,BFA,..,..,..,71.3,65.1,58.7,54.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Burundi,BDI,..,..,..,98.7,99,97.4,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cabo Verde,CPV,..,..,..,..,20.5,15,11
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cambodia,KHM,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cameroon,CMR,..,..,..,46.8,45.3,43.8,39.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Canada,CAN,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Central African Republic,CAF,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Chad,TCD,..,..,..,21.6,56.1,52.7,60.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Channel Islands,CHI,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Chile,CHL,..,..,..,12.3,6.5,3.7,8.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,China,CHN,..,..,..,43.4,28.1,11.4,6.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Colombia,COL,..,..,..,20.3,19.5,13.2,11.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Comoros,COM,..,..,..,47.2,46.7,34.8,34.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Congo, Dem. Rep.",COD,..,..,..,92.5,89.9,85.8,84.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Congo, Rep.",COG,..,..,..,54.5,37.5,46.1,66.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Costa Rica,CRI,..,..,..,11.7,9.8,8.1,7.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Croatia,HRV,..,..,..,..,0.4,0.2,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cuba,CUB,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Curacao,CUW,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cyprus,CYP,..,..,..,0.1,0.1,0.4,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Czechia,CZE,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Denmark,DNK,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Djibouti,DJI,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Dominica,DMA,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Dominican Republic,DOM,..,..,..,21,11.6,8.3,5.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ecuador,ECU,..,..,..,28,19.7,15.1,15.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Egypt, Arab Rep.",EGY,..,..,..,22.5,14.6,11.5,9.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,El Salvador,SLV,..,..,..,20,14.1,9.7,7.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Eritrea,ERI,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Estonia,EST,..,..,..,8.6,5.7,5.1,2.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Eswatini,SWZ,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ethiopia,ETH,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Fiji,FJI,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Finland,FIN,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,France,FRA,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,French Polynesia,PYF,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Gabon,GAB,..,..,..,15.2,11.6,9.4,6.9
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Gambia, The",GMB,..,..,..,48.9,44.2,39.9,31.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Georgia,GEO,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Germany,DEU,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ghana,GHA,..,..,..,..,25.2,18.6,18.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Gibraltar,GIB,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Greece,GRC,..,..,..,0.2,0.1,0.4,0.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Greenland,GRL,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Grenada,GRD,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guam,GUM,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guatemala,GTM,..,..,..,30.6,29.4,19.2,17.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guinea,GIN,..,..,..,57,61,47.9,46.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guinea-Bissau,GNB,..,..,..,66.5,67.8,70.3,61.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guyana,GUY,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Haiti,HTI,..,..,..,..,..,72.6,73.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Honduras,HND,..,..,..,48.3,40.9,34.6,32.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Hungary,HUN,..,..,..,2.4,0.8,1.1,0.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Iceland,ISL,..,..,..,0.3,0.2,0.2,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,India,IND,..,..,..,60.4,48.7,35.3,24.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Indonesia,IDN,..,..,..,21.3,19.3,17.3,10.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Iran, Islamic Rep.",IRN,..,..,..,24.5,17.7,15.4,15.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Iraq,IRQ,..,..,..,..,12.5,16.4,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ireland,IRL,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Isle of Man,IMN,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Israel,ISR,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Italy,ITA,..,..,..,0,0.1,0.1,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Jamaica,JAM,..,..,..,..,10.8,10.5,10.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Japan,JPN,..,..,..,..,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Jordan,JOR,..,..,..,8.3,6.2,7.4,7.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kazakhstan,KAZ,..,..,..,11,0.7,0.2,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kenya,KEN,..,..,..,59.5,53.8,43.4,36.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kiribati,KIR,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Korea, Rep.",KOR,..,..,..,..,0.1,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kosovo,XKX,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kuwait,KWT,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kyrgyz Republic,KGZ,..,..,..,60.9,47.6,38,33.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lao PDR,LAO,..,..,..,66.8,46.3,35.6,29
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Latvia,LVA,..,..,..,24.1,13.9,10.1,10.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lebanon,LBN,..,..,..,..,..,0.9,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lesotho,LSO,..,..,..,52.6,43.8,41.2,38.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Liberia,LBR,..,..,..,..,15.5,13.9,18.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Libya,LBY,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lithuania,LTU,..,..,..,5.1,2.3,3.3,2.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Luxembourg,LUX,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Madagascar,MDG,..,..,..,83,82.3,82.2,80.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Malawi,MWI,..,..,..,86.9,80.8,75.7,67.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Malaysia,MYS,..,..,..,14.8,11.3,4.8,3.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Maldives,MDV,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mali,MLI,..,..,..,74.6,64.5,54.8,53.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Malta,MLT,..,..,..,..,0.1,0.1,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mauritania,MRT,..,..,..,45.2,37.3,28.1,30
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mauritius,MUS,..,..,..,..,2.7,3.1,1.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mexico,MEX,..,..,..,9.3,7.2,8.1,5.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Moldova,MDA,..,..,..,25.2,11.5,4,1.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Monaco,MCO,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mongolia,MNG,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Montenegro,MNE,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Morocco,MAR,..,..,..,24.2,19.7,16.1,12.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mozambique,MOZ,..,..,..,76.7,73,67.4,65.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Myanmar,MMR,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Namibia,NAM,..,..,..,35.1,29.6,22.4,21.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Nauru,NRU,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Nepal,NPL,..,..,..,82.2,79.4,68.8,60.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Netherlands,NLD,..,..,..,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,New Caledonia,NCL,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,New Zealand,NZL,..,..,..,..,..,..,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Nicaragua,NIC,..,..,..,39.9,33,29.9,32.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Niger,NER,..,..,..,85.2,87.8,85.4,72
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Nigeria,NGA,..,..,..,..,31.2,28.7,30.6
