Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
800,1995,   Afghanistan,,4,B R, 1 941, 2 146, 2 514, 3 169, 3 909, 4 099, 3 659, 2 971, 2 255, 1 704, 1 306, 1 054,  772,  454,  180,  284, 32 417
801,2000,   Afghanistan,,4,B R, 1 938, 2 213, 2 494, 3 129, 3 851, 3 986, 3 646, 3 117, 2 461, 1 897, 1 456, 1 162,  835,  436,  173,  275, 33 069
802,2005,   Afghanistan,,4,B R, 2 189, 2 499, 2 956, 3 565, 4 170, 4 336, 4 051, 3 545, 2 944, 2 359, 1 892, 1 526, 1 069,  460,  183,  289, 38 033
803,2010,   Afghanistan,,4,B R, 2 537, 2 894, 3 548, 4 159, 4 674, 4 869, 4 633, 4 130, 3 557, 2 926, 2 409, 1 956, 1 241,  503,  201,  313, 44 550
804,2015,   Afghanistan,,4,B R, 20 541, 21 727, 20 130, 14 108, 13 642, 14 348, 13 853, 12 532, 10 897, 9 081, 7 126, 5 248, 3 085,  742,  370,  452, 167 882
805,2020,   Afghanistan,,4,B R, 10 288, 7 649, 7 482, 7 247, 6 080, 6 211, 6 004, 5 440, 4 769, 4 134, 3 379, 2 606, 1 823, 1 180,  337,  280, 74 909
806,1990,   Bangladesh,,50,B R, 21 659, 19 035, 41 980, 73 586, 91 965, 70 354, 37 362, 17 345, 11 461, 6 777, 4 535, 3 305, 3 102, 1 528,  610,  916, 405 520
807,1995,   Bangladesh,,50,B R, 15 686, 18 900, 15 092, 40 637, 87 754, 97 281, 64 201, 27 040, 21 377, 13 457, 9 552, 6 572, 4 846, 3 712, 2 586, 2 053, 430 746
808,2000,   Bangladesh,,50,B R, 15 115, 19 772, 14 986, 22 923, 61 786, 93 653, 89 724, 51 339, 24 349, 17 942, 11 589, 11 219, 7 044, 5 770, 4 974, 3 761, 455 946
809,2005,   Bangladesh,,50,B R, 21 759, 24 671, 23 741, 23 788, 41 160, 68 083, 85 891, 73 804, 45 513, 23 529, 17 512, 13 509, 9 623, 6 791, 5 118, 5 632, 490 124
810,2010,   Bangladesh,,50,B R, 33 004, 35 489, 36 130, 36 036, 55 978, 69 008, 74 830, 77 246, 69 317, 45 988, 33 429, 23 591, 16 459, 11 138, 7 219, 10 136, 634 998
811,2015,   Bangladesh,,50,B R, 35 981, 35 751, 34 527, 37 038, 69 598, 80 585, 70 226, 61 391, 73 468, 60 681, 39 424, 25 757, 17 838, 11 394, 7 106, 9 673, 670 438
812,2020,   Bangladesh,,50,B R, 94 164, 84 798, 79 386, 47 554, 94 165, 121 919, 107 389, 82 089, 73 523, 77 193, 62 608, 37 010, 24 422, 15 371, 8 989, 10 850,1 021 430
813,1990,   Bhutan,,64,B,  257,  230,  247,  180,  94, 1 153,  437,  365,  365,  290,  248,  174,  137,  89,  68,  64, 4 398
814,1995,   Bhutan,,64,B,  324,  338,  335,  248,  115,  488,  754,  572,  452,  438,  315,  278,  211,  119,  92,  89, 5 168
815,2000,   Bhutan,,64,B,  268,  404,  394,  372,  149,  500,  334,  877,  613,  508,  434,  361,  313,  169,  128,  113, 5 937
816,2005,   Bhutan,,64,B,  331,  343,  404,  538,  923, 1 629,  636,  673,  509,  475,  310,  219,  197,  120,  94,  136, 7 537
817,2010,   Bhutan,,64,B,  249,  502,  620,  587,  272, 2 228,  947,  761,  754,  583,  489,  338,  259,  189,  134,  225, 9 137
818,2015,   Bhutan,,64,B,  310,  322,  380,  447,  768, 1 680,  784,  707,  616,  558,  408,  260,  199,  93,  73,  105, 7 710
819,2020,   Bhutan,,64,B,  266,  337,  389,  420,  222, 1 683, 1 059,  831,  742,  626,  525,  408,  241,  142,  78,  119, 8 088
820,1990,   India,,356,B R, 18 183, 28 420, 80 205, 149 935, 218 107, 288 404, 319 574, 321 598, 287 807, 256 919, 218 082, 184 734, 168 843, 164 015, 177 049, 745 456,3 627 331
821,1995,   India,,356,B R, 16 753, 26 183, 63 783, 121 870, 179 654, 251 689, 294 532, 305 296, 280 650, 247 773, 219 494, 179 004, 155 556, 151 109, 166 916, 682 998,3 343 260
822,2000,   India,,356,B R, 17 671, 27 681, 53 912, 71 374, 145 418, 163 088, 191 569, 298 039, 281 399, 250 573, 219 197, 197 893, 164 544, 154 783, 175 438, 695 161,3 107 740
823,2005,   India,,356,B R, 44 417, 52 448, 50 341, 95 100, 146 882, 220 927, 198 990, 192 786, 292 720, 279 753, 244 703, 217 379, 190 682, 145 254, 133 041, 499 828,3 005 251
824,2010,   India,,356,B R, 26 190, 55 856, 66 862, 86 730, 150 308, 211 000, 257 024, 201 024, 187 410, 286 026, 270 404, 230 148, 201 936, 163 122, 118 917, 361 566,2 874 523
825,2015,   India,,356,B R, 31 424, 38 599, 60 021, 96 101, 151 837, 219 770, 222 716, 225 324, 181 769, 176 158, 270 599, 254 418, 216 621, 173 945, 134 426, 282 604,2 736 332
826,2020,   India,,356,B R, 29 572, 37 989, 42 526, 87 088, 157 190, 216 938, 229 352, 192 812, 205 052, 170 073, 161 764, 254 159, 239 852, 186 655, 143 312, 250 458,2 604 792
827,1990,   Iran (Islamic Republic of),,364,C R, 199 735, 290 619, 273 501, 206 597, 176 888, 162 693, 142 837, 126 062, 103 658, 79 921, 52 774, 36 103, 25 954, 18 386, 14 051, 12 729,1 922 508
828,1995,   Iran (Islamic Republic of),,364,C R, 141 135, 196 621, 186 014, 145 767, 126 624, 114 152, 97 335, 85 604, 69 564, 53 849, 36 217, 24 352, 17 734, 12 184, 9 411, 8 677,1 325 240
829,2000,   Iran (Islamic Republic of),,364,C R, 124 684, 158 014, 151 316, 128 385, 114 800, 99 393, 79 531, 69 388, 54 841, 42 857, 30 067, 19 433, 14 579, 9 313, 7 383, 7 095,1 111 079
830,2005,   Iran (Islamic Republic of),,364,C R, 137 387, 171 108, 167 892, 137 403, 112 248, 96 591, 76 247, 68 671, 55 723, 40 954, 28 240, 18 220, 14 686, 9 677, 7 848, 7 575,1 150 470
831,2010,   Iran (Islamic Republic of),,364,C R, 133 893, 172 694, 163 373, 146 338, 132 419, 110 113, 89 825, 75 363, 61 192, 49 277, 33 721, 21 307, 16 132, 9 887, 8 481, 7 963,1 231 978
832,2015,   Iran (Islamic Republic of),,364,C R, 136 222, 169 435, 160 287, 135 766, 132 326, 119 167, 93 563, 82 276, 61 323, 49 380, 36 388, 23 893, 16 731, 10 639, 7 604, 7 536,1 242 536
833,2020,   Iran (Islamic Republic of),,364,C R, 140 573, 173 981, 164 642, 139 995, 136 836, 123 103, 96 349, 84 709, 62 970, 50 765, 37 520, 24 601, 17 226, 10 913, 7 790, 7 744,1 279 717
834,1990,   Maldives,,462,C,  283,  247,  232,  225,  356,  490,  502,  420,  348,  247,  177,  121,  86,  68,  41,  69, 3 912
835,1995,   Maldives,,462,C,  633,  551,  546,  539,  812, 1 080, 1 161, 1 049,  866,  616,  445,  309,  238,  159,  98,  165, 9 267
836,2000,   Maldives,,462,C,  849,  741,  719,  706, 1 083, 1 457, 1 528, 1 357, 1 121,  797,  574,  397,  299,  211,  129,  217, 12 185
837,2005,   Maldives,,462,C, 1 379, 1 202, 1 043, 1 026, 1 562, 2 094, 2 206, 1 981, 1 637, 1 163,  840,  582,  443,  305,  188,  315, 17 966
838,2010,   Maldives,,462,C, 1 427, 1 243, 1 191, 1 113,  938, 1 259, 1 325, 1 183,  979,  695,  501,  348,  263,  182,  112,  188, 12 947
839,2015,   Maldives,,462,C,  318,  150,  75,  130,  852, 2 103, 1 689, 1 123,  635,  417,  225,  127,  55,  20,  6,3, 7 928
840,2020,   Maldives,,462,C,  385,  419,  377,  160,  217, 1 232, 2 107, 1 464,  845,  586,  347,  216,  149,  87,  33,  18, 8 642
841,1990,   Nepal,,524,B R, 4 907, 8 434, 11 856, 28 009, 42 343, 43 170, 38 041, 31 064, 24 741, 20 059, 14 011, 10 823, 10 993, 6 922, 3 886, 4 749, 304 008
842,1995,   Nepal,,524,B R, 16 951, 16 344, 19 837, 29 022, 54 182, 68 166, 63 405, 50 547, 43 062, 30 919, 24 480, 17 527, 13 441, 11 660, 7 358, 6 236, 473 137
843,2000,   Nepal,,524,B R, 13 080, 17 508, 21 767, 38 374, 59 816, 62 034, 56 228, 50 741, 40 356, 32 934, 23 820, 18 327, 15 207, 11 108, 6 612, 8 029, 475 941
844,2005,   Nepal,,524,B R, 9 785, 12 475, 16 422, 27 299, 45 783, 59 035, 57 410, 49 872, 44 605, 33 995, 27 192, 19 722, 14 071, 11 316, 8 462, 7 433, 444 877
845,2010,   Nepal,,524,B R, 9 276, 12 581, 15 784, 30 899, 48 825, 50 780, 46 072, 41 584, 33 013, 26 941, 19 430, 14 892, 15 059, 11 079, 6 542, 7 965, 390 722
846,2015,   Nepal,,524,B R, 2 710, 4 755, 8 284, 18 330, 38 317, 51 268, 47 756, 40 171, 36 793, 28 434, 22 270, 15 187, 11 655, 11 404, 8 195, 7 581, 353 110
847,2020,   Nepal,,524,B R, 2 043, 2 724, 4 913, 13 433, 26 787, 42 316, 49 780, 43 454, 37 110, 33 526, 25 067, 19 041, 13 208, 9 212, 8 917, 9 103, 340 634
848,1990,   Pakistan,,586,B R, 17 236, 26 939, 76 029, 142 126, 206 751, 273 389, 302 935, 304 856, 272 824, 243 541, 206 727, 175 115, 160 052, 155 474, 167 833, 211 997,2 943 824
849,1995,   Pakistan,,586,B R, 8 607, 13 454, 32 776, 62 626, 92 322, 129 342, 151 366, 156 890, 144 225, 127 328, 112 796, 91 988, 79 938, 77 654, 85 776, 350 997,1 718 085
850,2000,   Pakistan,,586,B R, 9 674, 15 121, 30 139, 59 609, 89 656, 136 082, 170 196, 182 306, 172 369, 150 450, 139 086, 109 228, 89 847, 87 278, 98 925, 391 986,1 931 952
851,2005,   Pakistan,,586,B R, 7 979, 12 471, 22 178, 39 369, 67 014, 101 979, 124 088, 134 061, 126 676, 111 539, 100 676, 84 106, 72 526, 69 368, 78 625, 311 560,1 464 215
852,2010,   Pakistan,,586,B R, 11 183, 17 478, 27 273, 41 256, 84 056, 128 325, 150 739, 164 698, 155 503, 138 469, 121 130, 109 356, 99 383, 93 486, 105 961, 419 873,1 868 169
853,2015,   Pakistan,,586,B R, 10 290, 16 083, 25 093, 37 961, 77 343, 118 078, 138 702, 151 549, 143 087, 127 413, 111 458, 100 624, 91 447, 86 022, 97 501, 328 399,1 661 050
854,2020,   Pakistan,,586,B R, 8 929, 6 846, 13 168, 37 307, 75 616, 115 480, 134 790, 137 915, 145 299, 138 168, 119 891, 102 416, 91 977, 75 774, 65 579, 194 621,1 463 776
855,1990,   Sri Lanka,,144,B R,  500,  479,  319,  334,  506,  795, 1 116, 1 246, 1 679, 1 820, 1 999, 2 044, 1 722, 1 354, 1 070, 1 155, 18 138
856,1995,   Sri Lanka,,144,B R,  484,  475,  387,  358,  428,  665,  977, 1 207, 1 495, 1 787, 1 951, 2 066, 1 924, 1 570, 1 238, 1 140, 18 152
857,2000,   Sri Lanka,,144,B R,  486,  481,  432,  414,  400,  556,  834, 1 111, 1 374, 1 670, 1 903, 2 045, 2 029, 1 778, 1 430, 1 218, 18 161
858,2005,   Sri Lanka,,144,B R,  490,  488,  461,  470,  416,  488,  711,  994, 1 270, 1 556, 1 825, 2 016, 2 082, 1 946, 1 639, 1 356, 18 208
859,2010,   Sri Lanka,,144,B R, 1 961, 2 514, 2 335, 1 820, 1 182, 1 036,  988,  877,  809,  702,  600,  473,  587,  682,  581, 1 118, 18 265
860,2015,   Sri Lanka,,144,B R, 1 775, 2 242, 2 430, 2 089, 1 523, 1 125, 1 026,  946,  854,  765,  660,  544,  537,  644,  640, 1 161, 18 961
861,2020,   Sri Lanka,,144,B R, 1 795, 1 473, 1 836, 2 095, 1 975, 1 611, 1 309, 1 121,  961,  887,  807,  670,  529,  484,  541,  964, 19 058
869,1990,   Armenia,,51,B R, 7 525, 7 491, 10 733, 18 998, 20 562, 22 864, 27 509, 36 529, 46 435, 42 316, 35 982, 30 394, 29 787, 20 006, 11 328, 19 795, 388 254
870,1995,   Armenia,,51,B R, 13 439, 16 267, 19 622, 24 125, 23 242, 24 499, 28 298, 36 109, 41 749, 36 269, 28 927, 26 947, 27 272, 22 976, 19 326, 19 937, 409 004
871,2000,   Armenia,,51,B R, 16 995, 21 889, 25 023, 26 047, 23 254, 23 543, 26 305, 32 399, 34 041, 27 965, 20 487, 21 627, 22 683, 23 249, 24 031, 18 192, 387 730
872,2005,   Armenia,,51,B R, 10 170, 13 057, 14 639, 15 970, 15 604, 15 834, 16 910, 21 393, 23 143, 19 564, 16 113, 17 363, 17 535, 19 846, 22 709, 17 907, 277 757
873,2010,   Armenia,,51,B R, 1 840, 2 235, 1 966, 3 544, 5 698, 5 988, 5 039, 7 253, 9 503, 9 029, 10 247, 11 467, 11 041, 12 137, 13 233, 15 258, 125 478
874,2015,   Armenia,,51,B R,  586, 1 861, 2 320, 2 564, 4 822, 7 213, 6 066, 4 345, 6 969, 8 994, 8 272, 9 367, 10 825, 9 498, 10 016, 20 045, 113 763
875,2020,   Armenia,,51,B R,  894, 1 065, 2 340, 3 594, 5 007, 7 884, 8 844, 6 610, 5 037, 7 409, 8 912, 7 982, 9 155, 9 551, 7 960, 20 020, 112 264
876,1990,   Azerbaijan*,,31,B R, 4 882, 6 184, 8 203, 10 340, 11 502, 13 563, 16 791, 20 459, 22 163, 20 448, 17 816, 16 970, 16 308, 7 602, 5 067, 4 446, 202 744
877,1995,   Azerbaijan*,,31,B R, 4 699, 5 650, 6 145, 10 117, 13 495, 14 167, 14 369, 15 842, 17 771, 18 684, 16 974, 15 181, 14 547, 14 433, 6 346, 6 141, 194 561
878,2000,   Azerbaijan*,,31,B R, 4 497, 5 483, 5 687, 8 370, 13 267, 15 793, 14 821, 13 856, 14 007, 15 076, 15 498, 14 453, 13 033, 12 881, 11 822, 7 835, 186 379
879,2005,   Azerbaijan*,,31,B R, 4 008, 4 522, 5 203, 6 304, 9 714, 13 879, 15 408, 13 952, 12 547, 12 273, 12 440, 12 562, 11 534, 10 719, 9 849, 11 777, 166 691
880,2010,   Azerbaijan*,,31,B R, 3 553, 3 740, 4 319, 5 589, 7 361, 10 534, 13 579, 14 208, 12 646, 11 313, 10 619, 10 291, 10 143, 9 510, 8 170, 11 814, 147 389
881,2015,   Azerbaijan*,,31,B R, 3 319, 3 612, 3 810, 5 105, 7 729, 9 939, 11 715, 12 985, 12 863, 11 382, 9 808, 8 912, 8 469, 8 440, 7 293, 12 322, 137 703
882,2020,   Azerbaijan*,,31,B R, 3 274, 3 293, 3 580, 4 184, 6 129, 8 817, 10 348, 11 311, 12 134, 11 925, 10 384, 8 878, 8 087, 7 898, 7 315, 13 664, 131 221
883,1990,   Bahrain,,48,C R, 5 505, 4 567, 2 949, 1 940, 5 735, 8 813, 8 692, 5 932, 3 171, 1 456,  813,  397,  226,  114,  86,  86, 50 482
884,1995,   Bahrain,,48,C R, 6 220, 1 800, 2 548, 3 157, 1 929, 9 641, 14 424, 9 083, 4 953, 3 117, 1 988, 1 340,  915,  405,  147,  85, 61 752
885,2000,   Bahrain,,48,C R, 5 668, 5 634, 4 934, 3 735, 5 088, 8 583, 11 906, 10 991, 7 327, 4 857, 2 662, 1 301,  659,  349,  161,  162, 74 017
886,2005,   Bahrain,,48,C R, 5 870, 2 755, 3 129, 3 717, 2 961, 12 773, 32 380, 18 833, 12 063, 10 370, 5 489, 2 483, 1 430,  789,  211,  151, 115 404
887,2010,   Bahrain,,48,C R, 12 372, 11 815, 9 858, 7 227, 11 770, 22 534, 30 529, 26 114, 20 297, 14 890, 8 309, 4 918, 2 623, 1 032,  447,  327, 185 062
888,2015,   Bahrain,,48,C R, 14 575, 4 060, 3 921, 9 009, 5 689, 22 245, 46 679, 27 281, 20 594, 16 292, 9 085, 6 021, 4 415, 2 004,  712,  359, 192 941
889,2020,   Bahrain,,48,C R, 20 487, 5 001, 1 406, 3 382, 7 208, 24 044, 58 009, 44 655, 26 642, 20 890, 11 817, 7 835, 5 923, 3 011, 1 144,  402, 241 856
890,1990,   Cyprus*,,196,B,  993, 1 853, 2 180, 2 402, 2 406, 2 333, 2 224, 1 947, 1 568, 1 060,  908,  839,  992,  620,  453,  564, 23 342
891,1995,   Cyprus*,,196,B,  915, 1 716, 2 313, 2 682, 3 619, 4 263, 4 196, 3 714, 2 966, 2 007, 1 499, 1 213, 1 150,  789,  576,  719, 34 337
892,2000,   Cyprus*,,196,B,  871, 1 643, 2 504, 3 018, 4 829, 6 142, 6 099, 5 425, 4 321, 2 927, 2 081, 1 591, 1 329,  965,  706,  880, 45 331
893,2005,   Cyprus*,,196,B, 1 157, 2 109, 2 926, 3 672, 6 862, 9 311, 9 512, 8 914, 7 261, 5 206, 3 584, 2 677, 2 214, 1 600, 1 061, 1 251, 69 317
894,2010,   Cyprus*,,196,B, 1 520, 2 676, 3 379, 4 412, 9 630, 13 939, 14 628, 14 464, 12 048, 9 143, 6 100, 4 452, 3 645, 2 621, 1 577, 1 761, 105 995
895,2015,   Cyprus*,,196,B,  917, 2 512, 2 981, 4 511, 10 195, 13 900, 14 458, 13 604, 9 901, 7 265, 5 306, 3 359, 3 444, 3 193, 1 642, 2 148, 99 336
896,2020,   Cyprus*,,196,B,  900, 2 948, 3 371, 5 441, 11 088, 15 922, 14 655, 14 505, 8 829, 7 086, 4 298, 3 464, 4 000, 3 487, 2 023, 2 670, 104 687
897,1990,   Georgia*,,268,B R, 4 157, 5 290, 6 851, 7 884, 8 070, 10 214, 13 152, 14 813, 15 512, 14 208, 17 646, 14 017, 17 499, 8 749, 4 374, 8 749, 171 185
898,1995,   Georgia*,,268,B R,  437, 1 401, 1 687, 2 439, 3 246, 3 103, 3 633, 4 023, 4 514, 5 410, 7 689, 9 573, 13 049, 13 169, 5 749, 6 470, 85 592
899,2000,   Georgia*,,268,B R,  790, 1 140,  981, 1 249, 1 618, 1 861, 1 918, 2 412, 3 104, 3 499, 3 664, 2 925, 4 168, 3 311, 4 134, 6 022, 42 796
900,2005,   Georgia*,,268,B R,  424,  859, 1 247, 1 417, 2 118, 2 464, 2 304, 2 119, 2 181, 2 729, 3 257, 2 737, 3 261, 3 561, 2 846, 6 557, 40 081
901,2010,   Georgia*,,268,B R,  314,  583, 1 157, 1 875, 2 391, 3 377, 3 422, 2 880, 2 337, 2 198, 2 801, 2 502, 3 161, 2 875, 3 148, 6 064, 41 085
902,2015,   Georgia*,,268,B R, 1 526, 2 084, 1 981, 2 434, 1 931, 2 345, 2 226, 2 182, 2 144, 2 176, 2 953, 3 360, 3 824, 3 259, 2 273, 6 417, 43 115
903,2020,   Georgia*,,268,B R, 1 175, 1 356, 1 958, 2 631, 3 710, 3 571, 3 024, 2 485, 2 261, 2 476, 2 226, 2 791, 3 154, 3 622, 2 761, 5 288, 44 489
904,1990,   Iraq,,368,C R,  785, 2 186, 3 718, 4 071, 3 623, 2 942, 2 246, 1 735, 1 484, 1 272, 1 113,  915,  702,  519,  230,  346, 27 887
905,1995,   Iraq,,368,C R, 2 027, 5 643, 8 854, 11 393, 12 022, 10 571, 7 764, 5 546, 4 684, 4 190, 3 667, 3 135, 2 199, 1 473,  588,  883, 84 639
906,2000,   Iraq,,368,C R, 1 927, 5 358, 7 832, 11 491, 13 461, 12 323, 8 890, 6 083, 5 100, 4 669, 4 087, 3 568, 2 504, 1 384,  553,  831, 90 061
907,2005,   Iraq,,368,C R, 1 160, 3 168, 4 685, 6 315, 7 323, 6 708, 5 085, 3 629, 3 177, 2 878, 2 537, 2 180, 1 968, 1 087,  434,  652, 52 986
908,2010,   Iraq,,368,C R,  325, 1 102, 3 167, 4 621, 6 173, 6 465, 5 498, 4 078, 3 395, 2 831, 2 325, 1 782, 1 502, 1 494,  664,  509, 45 931
909,2015,   Iraq,,368,C R, 18 482, 17 878, 17 246, 14 590, 15 720, 12 592, 9 856, 7 855, 7 848, 7 322, 6 724, 6 141, 2 989, 2 145, 1 203, 1 544, 150 135
910,2020,   Iraq,,368,C R, 11 529, 14 542, 16 648, 19 070, 18 346, 18 014, 12 701, 9 430, 9 234, 9 314, 7 806, 6 372, 5 456, 2 634, 1 623, 1 620, 164 339
911,1990,   Israel,,376,B R, 7 544, 20 571, 24 753, 27 622, 34 741, 44 945, 56 123, 65 243, 78 059, 81 192, 72 207, 74 890, 71 564, 68 126, 51 200, 83 147, 861 927
912,1995,   Israel,,376,B R, 9 811, 27 888, 31 654, 33 317, 35 146, 38 212, 49 246, 62 172, 75 729, 108 737, 66 825, 72 368, 75 078, 80 172, 77 918, 117 582, 961 855
913,2000,   Israel,,376,B R, 7 393, 21 045, 37 067, 40 290, 45 504, 49 865, 48 920, 57 165, 69 584, 79 348, 107 504, 65 697, 78 779, 78 579, 72 534, 138 323, 997 597
914,2005,   Israel,,376,B R, 13 082, 16 087, 24 124, 49 583, 63 995, 65 594, 61 560, 53 288, 56 682, 67 980, 76 586, 106 852, 63 277, 75 049, 71 541, 156 418,1 021 698
915,2010,   Israel,,376,B R, 5 435, 11 255, 19 705, 36 068, 54 605, 60 394, 59 870, 60 560, 58 291, 73 441, 84 026, 95 459, 112 038, 74 852, 81 209, 176 095,1 063 303
916,2015,   Israel,,376,B R, 5 281, 9 002, 15 028, 27 394, 51 660, 73 344, 73 900, 68 091, 67 347, 64 324, 76 715, 83 571, 93 579, 111 677, 71 472, 206 443,1 098 828
917,2020,   Israel,,376,B R, 8 381, 9 940, 11 219, 22 729, 45 280, 68 736, 77 496, 69 411, 63 855, 64 887, 60 025, 70 546, 78 007, 90 510, 104 550, 221 486,1 067 058
918,1990,   Jordan,,400,C R, 86 161, 76 872, 58 743, 49 927, 52 077, 44 541, 37 777, 31 773, 27 111, 21 958, 18 645, 17 407, 14 073, 9 767, 6 109, 6 935, 559 876
919,1995,   Jordan,,400,C R, 121 458, 102 493, 76 250, 63 240, 67 048, 58 344, 51 155, 44 644, 38 346, 30 571, 25 474, 23 512, 18 796, 13 505, 8 237, 9 299, 752 372
920,2000,   Jordan,,400,C R, 156 739, 128 115, 93 765, 76 564, 82 027, 72 154, 64 531, 57 509, 49 578, 39 182, 32 302, 29 614, 23 518, 17 243, 10 363, 11 664, 944 868
921,2005,   Jordan,,400,C R, 179 868, 144 379, 105 245, 87 494, 94 415, 83 959, 74 844, 66 344, 56 714, 44 275, 36 815, 33 539, 26 772, 19 646, 11 882, 13 378,1 079 569
922,2010,   Jordan,,400,C R, 228 849, 181 553, 132 035, 110 999, 120 384, 107 948, 95 992, 84 740, 72 000, 55 766, 46 624, 42 302, 33 878, 24 875, 15 109, 17 015,1 370 069
923,2015,   Jordan,,400,C R, 259 422, 208 652, 164 279, 126 990, 111 170, 122 261, 108 058, 94 768, 82 970, 70 406, 56 549, 45 515, 40 716, 33 280, 22 222, 24 895,1 572 153
924,2020,   Jordan,,400,C R, 265 119, 237 757, 189 179, 153 202, 116 638, 103 218, 111 418, 98 315, 86 284, 75 575, 66 801, 52 284, 41 854, 38 537, 29 012, 35 861,1 701 054
925,1990,   Kuwait,,414,C R, 53 739, 49 584, 40 085, 32 810, 41 796, 53 354, 49 094, 38 433, 24 041, 14 492, 8 030, 4 651, 2 916, 2 857, 1 261, 2 370, 419 513
926,1995,   Kuwait,,414,C R, 29 048, 31 330, 26 524, 18 998, 33 369, 51 674, 48 676, 38 285, 23 168, 12 141, 6 056, 3 509, 2 183,  965, 1 827, 2 749, 330 502
927,2000,   Kuwait,,414,C R, 31 554, 27 335, 27 904, 23 732, 34 461, 48 083, 55 707, 44 940, 31 530, 17 618, 9 032, 4 573, 3 415, 3 257, 1 314, 1 673, 366 128
928,2005,   Kuwait,,414,C R, 20 582, 25 299, 22 406, 19 268, 39 062, 65 059, 69 945, 53 339, 39 339, 26 259, 13 490, 6 694, 4 378, 4 832, 3 211, 1 649, 414 812
929,2010,   Kuwait,,414,C R, 64 621, 54 629, 49 205, 43 933, 55 934, 73 145, 65 323, 53 317, 40 859, 24 455, 15 033, 8 240, 7 475, 1 536, 1 878, 3 118, 562 701
930,2015,   Kuwait,,414,C R, 53 526, 50 635, 37 615, 29 424, 73 346, 139 513, 180 660, 159 349, 89 283, 67 798, 43 113, 17 540, 9 261, 4 656, 4 281, 4 281, 964 281
931,2020,   Kuwait,,414,C R, 64 355, 60 901, 45 249, 35 404, 81 351, 77 443, 122 012, 173 170, 150 150, 92 938, 59 248, 35 186, 24 865, 11 827, 6 622, 6 008,1 046 729
932,1990,   Lebanon,,422,B R, 32 728, 30 080, 26 482, 26 216, 27 319, 24 727, 20 519, 15 746, 12 052, 9 477, 8 131, 7 712, 5 973, 3 142, 2 276, 3 191, 255 771
933,1995,   Lebanon,,422,B R, 44 364, 31 324, 27 113, 25 515, 28 272, 27 438, 25 220, 21 738, 17 169, 12 828, 10 276, 9 332, 7 010, 3 681, 2 659, 3 751, 297 690
934,2000,   Lebanon,,422,B R, 7 864, 47 080, 32 481, 32 972, 37 382, 37 463, 32 627, 27 108, 20 902, 16 618, 11 923, 11 449, 9 284, 6 885, 4 008, 3 562, 339 608
935,2005,   Lebanon,,422,B R, 6 519, 10 857, 54 048, 41 586, 46 981, 50 307, 29 074, 38 441, 18 309, 13 510, 9 309, 6 753, 11 851, 9 480, 6 856, 5 532, 359 413
936,2010,   Lebanon,,422,B R, 3 815, 7 324, 11 991, 50 842, 43 291, 47 823, 49 099, 43 342, 32 336, 24 215, 18 797, 14 043, 9 929, 8 979, 6 747, 7 561, 380 134
937,2015,   Lebanon,,422,B R, 108 655, 137 898, 95 897, 72 598, 106 191, 133 163, 101 223, 62 423, 40 249, 31 443, 24 133, 26 230, 16 996, 12 766, 10 870, 13 863, 994 598
938,2020,   Lebanon,,422,B R, 25 453, 94 886, 99 496, 56 282, 44 621, 126 224, 123 787, 95 305, 64 551, 42 250, 31 379, 21 200, 15 027, 9 991, 9 214, 13 390, 873 056
939,1990,   Oman,,512,C R, 6 898, 6 171, 3 740, 1 634, 5 411, 10 963, 10 982, 7 702, 4 080, 1 922,  887,  453,  312,  167,  104,  97, 61 523
940,1995,   Oman,,512,C R, 13 701, 12 259, 7 429, 3 245, 10 749, 21 776, 21 811, 15 297, 8 105, 3 818, 1 761,  899,  619,  331,  206,  193, 122 199
941,2000,   Oman,,512,C R, 12 373, 10 443, 7 696, 5 047, 13 863, 21 264, 22 161, 17 519, 11 553, 6 118, 3 264, 1 599,  984,  569,  380,  386, 135 219
942,2005,   Oman,,512,C R, 11 987, 10 148, 7 526, 4 932, 13 847, 22 008, 23 115, 18 376, 12 262, 6 555, 3 506, 1 700, 1 028,  572,  377,  380, 138 319
943,2010,   Oman,,512,C R, 11 348, 9 898, 7 241, 4 721, 23 578, 32 119, 24 411, 18 548, 11 143, 5 710, 3 750, 2 269, 1 255,  678,  393,  419, 157 481
944,2015,   Oman,,512,C R, 15 851, 15 066, 12 003, 8 268, 19 973, 67 205, 54 996, 42 961, 28 823, 17 004, 10 894, 6 093, 2 610, 1 214,  585,  680, 304 226
945,2020,   Oman,,512,C R, 23 966, 27 802, 28 014, 45 445, 41 849, 31 649, 52 153, 42 568, 29 101, 18 197, 13 618, 8 037, 5 883, 6 113, 6 737, 7 679, 388 811
946,1990,   Qatar,,634,C, 12 459, 10 609, 8 059, 4 967, 7 888, 9 688, 9 854, 7 581, 5 094, 3 026, 1 907, 1 081,  741,  403,  302,  162, 83 821
947,1995,   Qatar,,634,C, 12 281, 11 121, 8 678, 6 134, 7 936, 10 060, 10 257, 8 260, 6 139, 4 951, 2 807, 1 288,  817,  467,  330,  175, 91 701
