Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
668,2000,"   China, Macao SAR*",,446,B,  758, 1 738, 3 989, 4 272, 6 326, 8 696, 9 362, 13 318, 16 572, 14 023, 9 883, 5 664, 4 267, 3 621, 3 042, 3 860, 109 391
669,2005,"   China, Macao SAR*",,446,B, 2 185, 2 392, 2 800, 5 925, 7 187, 10 730, 11 865, 12 544, 15 625, 16 822, 14 301, 10 249, 5 606, 3 967, 3 468, 4 721, 130 387
670,2010,"   China, Macao SAR*",,446,B, 1 016, 1 303, 2 537, 4 353, 10 316, 12 484, 13 783, 15 168, 13 888, 16 084, 17 171, 14 415, 9 870, 4 863, 3 677, 5 479, 146 407
671,2015,"   China, Macao SAR*",,446,B, 1 041, 1 737, 2 073, 4 767, 10 889, 17 319, 17 291, 17 550, 17 892, 16 615, 16 492, 16 906, 13 553, 10 397, 4 093, 5 974, 174 589
672,2020,"   China, Macao SAR*",,446,B, 3 019, 3 160, 3 258, 5 193, 10 700, 17 245, 19 414, 16 515, 15 545, 16 405, 15 687, 17 645, 15 891, 13 231, 8 268, 6 145, 187 321
673,1990,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
674,1995,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
675,2000,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
676,2005,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
677,2010,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
678,2015,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
679,2020,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
680,1990,   Dem. People's Republic of Korea,,408,I,  960,  800,  745,  967, 1 521, 1 854, 1 982, 1 901, 1 564, 1 134,  911,  860,  759,  603,  402,  430, 17 393
681,1995,   Dem. People's Republic of Korea,,408,I,  961,  799,  781,  943, 1 371, 1 669, 1 867, 1 900, 1 672, 1 318, 1 077,  949,  836,  596,  397,  426, 17 562
682,2000,   Dem. People's Republic of Korea,,408,I,  965,  800,  820,  921, 1 226, 1 490, 1 757, 1 904, 1 786, 1 505, 1 245, 1 042,  865,  590,  393,  422, 17 731
683,2005,   Dem. People's Republic of Korea,,408,I,  884,  792,  757, 1 160, 1 466, 1 661, 1 849, 2 050, 2 049, 1 869, 1 471, 1 196,  891,  682,  495,  477, 19 749
684,2010,   Dem. People's Republic of Korea,,408,I,  770,  684,  802, 1 066, 1 532, 1 837, 2 079, 2 253, 2 313, 2 226, 1 922, 1 395, 1 032,  704,  548,  603, 21 766
685,2015,   Dem. People's Republic of Korea,,408,I,  759,  658,  706, 1 120, 1 636, 2 090, 2 265, 2 408, 2 514, 2 517, 2 271, 1 839, 1 237,  829,  571,  690, 24 110
686,2020,   Dem. People's Republic of Korea,,408,I,  663,  558,  605,  943, 1 548, 2 012, 2 333, 2 427, 2 522, 2 596, 2 454, 2 089, 1 570,  958,  649,  727, 24 654
687,1990,   Japan,,392,C, 25 059, 30 575, 32 705, 40 615, 63 668, 71 498, 59 414, 51 327, 44 025, 33 623, 25 909, 19 273, 13 834, 8 608, 7 502, 11 130, 538 765
688,1995,   Japan,,392,C, 30 921, 31 223, 33 353, 42 974, 74 005, 91 493, 85 654, 73 453, 55 879, 44 720, 36 261, 26 485, 18 509, 12 544, 9 089, 13 649, 680 212
689,2000,   Japan,,392,C, 35 886, 31 084, 33 093, 44 135, 81 321, 106 730, 105 457, 91 178, 64 860, 53 996, 45 958, 33 171, 23 647, 15 812, 12 157, 18 443, 796 928
690,2005,   Japan,,392,C, 34 156, 33 500, 29 786, 43 883, 110 491, 128 983, 116 821, 103 461, 80 946, 61 024, 51 517, 43 192, 31 861, 22 625, 15 714, 23 238, 931 198
691,2010,   Japan,,392,C, 38 161, 33 718, 34 385, 41 224, 119 708, 136 719, 118 310, 98 240, 84 083, 69 963, 51 978, 43 106, 36 768, 25 454, 18 061, 22 603, 972 481
692,2015,   Japan,,392,C, 42 617, 34 402, 30 854, 49 595, 134 085, 154 232, 125 223, 99 400, 84 676, 74 451, 61 673, 44 641, 37 052, 30 651, 20 711, 25 807,1 050 070
693,2020,   Japan,,392,C, 48 986, 35 723, 38 349, 44 183, 81 172, 185 219, 186 166, 150 172, 124 970, 107 545, 99 618, 79 312, 56 386, 42 756, 30 648, 35 951,1 347 156
694,1990,   Mongolia,,496,C R,  179,  177,  158,  176,  419,  370,  320,  306,  330,  322,  246,  171,  88,  70,  49,  38, 3 419
695,1995,   Mongolia,,496,C R,  139,  146,  128,  153,  410,  429,  421,  467,  509,  453,  303,  192,  90,  55,  37,  27, 3 959
696,2000,   Mongolia,,496,C R,  105,  117,  103,  133,  408,  495,  513,  639,  699,  592,  363,  217,  93,  42,  27,  18, 4 564
697,2005,   Mongolia,,496,C R,  156,  160,  142,  193,  633,  820,  869, 1 121, 1 225, 1 016,  600,  357,  148,  65,  42,  30, 7 577
698,2010,   Mongolia,,496,C R,  245,  241,  215,  297,  981, 1 287, 1 356, 1 775, 1 936, 1 596,  935,  559,  233,  102,  69,  53, 11 880
699,2015,   Mongolia,,496,C R,  482,  673,  432,  291,  689, 1 595, 1 422, 1 381, 1 759, 1 646, 1 214,  808,  481,  241,  88,  82, 13 284
700,2020,   Mongolia,,496,C R,  356,  418,  645,  649,  821, 1 395, 1 815, 1 356, 1 383, 1 649, 1 501,  995,  691,  364,  143,  82, 14 263
701,1990,   Republic of Korea,,410,C R, 1 410, 1 791, 1 869, 1 621, 1 944, 2 182, 2 776, 2 462, 2 358, 1 712, 1 297, 1 052,  770,  528,  266,  311, 24 349
702,1995,   Republic of Korea,,410,C R, 1 215, 1 271, 1 768, 5 347, 11 265, 13 052, 11 401, 7 551, 5 052, 4 229, 3 332, 2 264, 1 344,  765,  447,  455, 70 758
703,2000,   Republic of Korea,,410,C R, 1 445, 1 208, 2 280, 11 166, 24 724, 28 596, 24 125, 15 428, 9 666, 8 332, 6 596, 4 309, 2 422, 1 299,  815,  801, 143 212
704,2005,   Republic of Korea,,410,C R, 2 884, 2 389, 2 461, 4 717, 39 703, 58 640, 55 103, 40 860, 20 511, 17 936, 15 205, 11 030, 6 110, 3 523, 1 638, 1 595, 284 305
705,2010,   Republic of Korea,,410,C R, 5 626, 15 344, 18 211, 28 260, 52 006, 84 280, 79 480, 71 134, 51 699, 34 427, 26 370, 19 163, 13 572, 7 544, 4 206, 4 181, 515 503
706,2015,   Republic of Korea,,410,C R, 8 677, 21 657, 31 656, 39 484, 104 231, 122 062, 106 726, 85 748, 70 303, 54 972, 40 530, 28 899, 20 306, 11 870, 6 428, 7 408, 760 957
707,2020,   Republic of Korea,,410,C R, 10 753, 27 360, 39 349, 50 862, 131 487, 161 168, 134 870, 105 376, 83 291, 67 459, 51 486, 36 506, 26 181, 15 269, 8 450, 8 498, 958 365
715,1990,   Brunei Darussalam,,96,B, 1 835, 1 638, 1 244, 1 278, 4 513, 6 806, 7 443, 6 376, 4 517, 2 223, 1 393,  826,  641,  430,  294,  399, 41 856
716,1995,   Brunei Darussalam,,96,B,  955, 1 323, 1 238, 1 819, 4 735, 8 498, 8 279, 6 921, 5 477, 3 514, 1 675,  978,  763,  494,  705,  458, 47 832
717,2000,   Brunei Darussalam,,96,B, 1 103,  761, 1 063, 1 979, 4 956, 8 198, 9 840, 7 971, 6 221, 4 513, 2 837, 1 312,  954,  618,  708,  773, 53 807
718,2005,   Brunei Darussalam,,96,B, 1 086,  796,  536, 1 702, 4 924, 7 843, 9 478, 8 468, 6 446, 4 715, 3 495, 2 174, 1 228,  730,  783,  861, 55 265
719,2010,   Brunei Darussalam,,96,B, 1 119,  808,  555, 1 189, 4 741, 7 888, 9 146, 8 056, 6 919, 4 909, 3 675, 2 741, 2 150,  970,  892,  965, 56 723
720,2015,   Brunei Darussalam,,96,B, 1 154,  832,  570, 1 228, 4 333, 7 784, 9 232, 7 678, 6 457, 5 341, 3 856, 2 913, 2 774, 1 787, 1 125, 1 117, 58 181
721,2020,   Brunei Darussalam,,96,B, 1 468,  987,  676, 1 525, 5 335, 8 472, 9 932, 8 017, 6 126, 4 935, 4 244, 3 078, 2 946, 2 333, 1 939, 1 394, 63 407
722,1990,   Cambodia,,116,B R,  806, 2 434, 3 240, 2 577, 2 115, 2 007, 1 569, 1 192,  920,  669,  497,  423,  366,  139,  55,  75, 19 084
723,1995,   Cambodia,,116,B R, 2 396, 3 292, 5 714, 6 871, 5 281, 4 421, 4 085, 3 260, 2 900, 2 354, 1 632, 1 012,  762,  569,  488,  324, 45 361
724,2000,   Cambodia,,116,B R, 2 038, 12 981, 15 531, 9 346, 5 785, 5 208, 4 376, 4 304, 3 966, 2 650, 1 582, 1 180,  863,  914,  366,  548, 71 638
725,2005,   Cambodia,,116,B R,  686, 1 268, 6 279, 7 939, 7 374, 6 518, 5 746, 4 702, 4 384, 3 802, 2 854, 2 118, 1 465,  916,  882,  612, 57 545
726,2010,   Cambodia,,116,B R,  482,  666, 1 130, 5 672, 6 956, 5 656, 4 464, 4 170, 3 675, 3 222, 2 707, 1 869, 1 028,  858,  343,  514, 43 412
727,2015,   Cambodia,,116,B R,  442,  805,  954, 1 569, 4 977, 6 291, 5 438, 4 296, 3 769, 3 165, 2 607, 2 138, 1 434,  804,  646,  519, 39 854
728,2020,   Cambodia,,116,B R,  531,  945, 1 249, 1 825, 3 167, 5 821, 6 532, 5 469, 4 305, 3 594, 2 828, 2 255, 1 708, 1 108,  654,  739, 42 730
729,1990,   Indonesia,,360,B R, 17 379, 16 467, 17 314, 18 704, 19 996, 21 544, 23 422, 22 924, 20 873, 16 666, 13 172, 8 797, 6 159, 3 080, 1 540, 1 848, 229 885
730,1995,   Indonesia,,360,B R, 13 170, 13 269, 15 701, 17 888, 18 882, 19 492, 19 488, 17 755, 15 620, 12 654, 10 264, 7 151, 5 007, 2 504, 1 253, 1 502, 191 600
731,2000,   Indonesia,,360,B R, 11 792, 13 793, 15 417, 15 224, 14 975, 15 086, 14 128, 11 982, 10 364, 8 004, 7 090, 5 108, 3 816, 2 500, 1 627, 2 409, 153 315
732,2005,   Indonesia,,360,B R, 11 718, 19 763, 20 550, 17 080, 15 754, 14 224, 12 980, 11 641, 9 665, 8 925, 7 087, 5 373, 4 067, 2 627, 1 545, 2 288, 165 287
733,2010,   Indonesia,,360,B R, 9 655, 12 186, 19 930, 20 873, 17 470, 13 043, 12 067, 14 385, 14 491, 12 061, 10 746, 7 204, 5 068, 2 682, 1 739, 2 922, 176 522
734,2015,   Indonesia,,360,B R, 7 287, 7 571, 11 608, 22 237, 27 030, 23 810, 16 534, 13 561, 15 493, 14 797, 11 731, 9 868, 6 351, 4 326, 2 012, 2 501, 196 717
735,2020,   Indonesia,,360,B R, 7 282, 4 531, 6 555, 13 834, 27 697, 32 271, 26 043, 16 881, 13 631, 14 919, 13 635, 10 244, 8 336, 5 187, 3 125, 2 367, 206 538
736,1990,   Lao People's Democratic Republic,,418,C R,  903, 1 094, 1 249, 1 316, 1 386, 1 359, 1 109,  815,  614,  529,  463,  369,  272,  164,  66,  98, 11 806
737,1995,   Lao People's Democratic Republic,,418,C R,  557,  665,  854, 1 070, 1 290, 1 456, 1 489, 1 209,  886,  738,  607,  508,  412,  261,  81,  116, 12 199
738,2000,   Lao People's Democratic Republic,,418,C R,  514,  609,  760,  961, 1 219, 1 362, 1 346, 1 224, 1 009,  786,  602,  428,  349,  241,  47,  107, 11 564
739,2005,   Lao People's Democratic Republic,,418,C R,  396,  430,  529,  686,  958, 1 216, 1 332, 1 308, 1 143,  896,  674,  511,  374,  244,  129,  104, 10 930
740,2010,   Lao People's Democratic Republic,,418,C R,  655,  766,  964, 1 272, 1 919, 2 422, 2 606, 2 516, 2 082, 1 560, 1 116,  892,  680,  326,  144,  213, 20 133
741,2015,   Lao People's Democratic Republic,,418,C R, 1 162,  588,  570, 1 150, 2 845, 4 287, 4 071, 3 630, 3 523, 2 918, 2 030, 1 067,  671,  363,  174,  286, 29 335
742,2020,   Lao People's Democratic Republic,,418,C R,  920,  847,  527,  982, 2 103, 3 926, 4 751, 4 214, 3 507, 3 446, 2 544, 1 810,  859,  502,  221,  234, 31 393
743,1990,   Malaysia*,,458,C R, 25 884, 22 477, 35 711, 59 932, 70 846, 61 992, 46 847, 31 044, 18 537, 10 924, 6 370, 4 049, 2 767, 2 433, 2 874, 3 121, 405 808
744,1995,   Malaysia*,,458,C R, 39 216, 28 864, 30 295, 59 983, 91 840, 87 841, 69 680, 49 500, 29 538, 17 687, 10 153, 6 088, 4 198, 2 836, 3 279, 3 966, 534 964
745,2000,   Malaysia*,,458,C R, 74 154, 48 384, 35 689, 50 205, 126 843, 142 277, 114 737, 91 985, 54 217, 32 273, 19 771, 10 531, 7 646, 4 598, 3 742, 5 627, 822 679
746,2005,   Malaysia*,,458,C R, 31 931, 49 258, 81 447, 152 887, 191 174, 174 241, 148 140, 107 515, 77 934, 47 257, 27 113, 16 987, 9 639, 6 749, 4 055, 7 214,1 133 541
747,2010,   Malaysia*,,458,C R, 28 923, 29 185, 25 770, 116 953, 274 778, 338 092, 226 709, 158 166, 103 273, 65 885, 41 335, 22 481, 14 497, 8 732, 5 873, 9 325,1 469 977
748,2015,   Malaysia*,,458,C R, 79 081, 35 015, 30 643, 150 781, 372 680, 452 841, 308 749, 212 970, 133 405, 83 947, 53 977, 32 364, 19 515, 11 577, 6 681, 11 994,1 996 220
749,2020,   Malaysia*,,458,C R, 57 076, 48 593, 28 373, 165 281, 413 292, 506 156, 338 004, 232 581, 144 391, 86 263, 54 106, 31 512, 20 320, 11 630, 7 063, 11 624,2 156 265
750,1990,   Myanmar,,104,C, 3 082, 3 703, 5 056, 6 834, 8 225, 8 848, 8 225, 7 144, 5 616, 4 634, 3 376, 2 638, 1 780, 1 599,  803,  747, 72 310
751,1995,   Myanmar,,104,C, 2 764, 3 323, 4 268, 5 584, 6 593, 7 180, 6 845, 6 045, 4 855, 3 994, 3 009, 2 453, 1 833, 1 395,  700,  648, 61 489
752,2000,   Myanmar,,104,C, 2 514, 3 023, 3 600, 4 484, 5 126, 5 689, 5 634, 5 094, 4 216, 3 455, 2 717, 2 328, 1 868, 1 229,  613,  560, 52 150
753,2005,   Myanmar,,104,C, 2 024, 1 921, 2 424, 2 391, 3 293, 4 221, 4 984, 5 050, 4 641, 3 760, 2 997, 2 249, 1 777, 1 434,  710,  630, 44 506
754,2010,   Myanmar,,104,C, 1 740, 1 651, 1 917, 1 831, 2 866, 4 067, 4 938, 5 107, 4 754, 3 804, 2 951, 2 122, 1 526, 1 209,  591,  500, 41 574
755,2015,   Myanmar,,104,C, 1 686, 1 601, 1 859, 1 780, 2 776, 3 929, 4 766, 4 925, 4 581, 3 667, 2 846, 2 049, 1 478, 1 171,  573,  491, 40 178
756,2020,   Myanmar,,104,C, 1 629, 1 580, 1 667, 1 694, 2 794, 4 240, 4 588, 4 946, 4 917, 4 315, 3 217, 2 333, 1 483, 1 185,  804,  506, 41 898
757,1990,   Philippines,,608,C R, 6 334, 5 840, 5 342, 5 158, 5 355, 5 754, 6 087, 6 163, 6 012, 5 711, 5 095, 4 165, 3 534, 3 496, 3 631, 3 670, 81 347
758,1995,   Philippines,,608,C R, 8 494, 6 822, 6 309, 6 114, 8 150, 9 670, 9 974, 9 335, 8 810, 7 295, 6 154, 5 018, 3 897, 3 125, 2 896, 5 461, 107 524
759,2000,   Philippines,,608,C R, 13 453, 9 923, 7 861, 9 773, 13 417, 15 670, 16 165, 15 138, 12 888, 11 368, 8 348, 7 750, 5 547, 4 314, 3 502, 6 787, 161 904
760,2005,   Philippines,,608,C R, 11 287, 9 186, 6 929, 6 265, 8 337, 10 986, 12 359, 12 479, 11 517, 9 818, 8 290, 6 163, 5 385, 3 794, 2 906, 7 322, 133 023
761,2010,   Philippines,,608,C R, 9 439, 7 436, 6 170, 5 187, 5 298, 6 941, 8 732, 9 456, 9 447, 8 721, 7 345, 5 925, 4 367, 3 597, 2 490, 7 382, 107 933
762,2015,   Philippines,,608,C R, 9 805, 7 534, 6 089, 5 820, 6 335, 7 066, 7 987, 8 717, 8 959, 8 744, 7 727, 6 239, 4 923, 3 496, 2 741, 7 601, 109 783
763,2020,   Philippines,,608,C R, 10 439, 7 965, 6 348, 6 063, 7 369, 8 597, 8 819, 8 825, 8 957, 8 996, 8 271, 6 898, 5 315, 4 006, 2 673, 7 564, 117 105
764,1990,   Singapore,,702,B, 8 927, 10 273, 13 972, 19 373, 25 323, 31 708, 33 788, 34 535, 33 040, 29 471, 28 072, 27 143, 18 983, 10 266, 6 991, 13 977, 345 842
765,1995,   Singapore,,702,B, 7 034, 11 236, 13 512, 17 816, 28 661, 37 598, 47 892, 51 516, 48 220, 43 856, 38 590, 34 518, 30 176, 20 733, 10 186, 14 867, 456 411
766,2000,   Singapore,,702,B, 11 789, 19 791, 19 329, 13 887, 16 769, 40 925, 68 528, 70 277, 56 279, 57 511, 57 827, 42 676, 36 640, 41 365, 31 570, 16 508, 601 671
767,2005,   Singapore,,702,B, 9 802, 15 645, 25 750, 25 240, 27 295, 44 125, 77 157, 96 106, 85 492, 72 452, 68 712, 61 555, 44 223, 38 655, 34 337, 32 216, 758 762
768,2010,   Singapore,,702,B, 21 969, 36 837, 34 269, 30 085, 30 114, 76 671, 119 632, 123 307, 108 499, 88 996, 62 354, 57 054, 54 273, 37 452, 31 322, 44 022, 956 856
769,2015,   Singapore,,702,B, 16 887, 26 730, 42 982, 39 112, 42 964, 58 126, 105 952, 140 209, 143 013, 128 397, 96 350, 66 833, 56 864, 48 198, 32 673, 51 104,1 096 394
770,2020,   Singapore,,702,B, 12 310, 19 394, 30 201, 43 485, 44 984, 61 024, 73 810, 112 749, 146 869, 151 344, 122 868, 90 281, 59 461, 46 353, 39 506, 57 878,1 112 517
771,1990,   Thailand,,764,B R, 13 524, 22 764, 35 155, 41 706, 38 900, 31 124, 23 411, 17 262, 12 615, 9 474, 7 435, 5 985, 5 537, 5 928, 6 294, 6 372, 283 486
772,1995,   Thailand,,764,B R, 15 383, 24 997, 43 577, 60 919, 63 115, 52 753, 40 144, 29 862, 21 836, 16 000, 12 476, 9 911, 8 150, 8 410, 9 251, 9 506, 426 290
773,2000,   Thailand,,764,B R, 20 920, 25 515, 48 214, 83 200, 100 486, 90 025, 69 605, 52 146, 38 590, 27 864, 20 911, 17 221, 13 164, 11 773, 13 611, 14 483, 647 728
774,2005,   Thailand,,764,B R, 37 988, 32 177, 50 465, 111 722, 169 078, 169 670, 134 723, 101 382, 75 901, 55 564, 39 492, 32 059, 26 956, 18 611, 21 374, 25 086,1 102 248
775,2010,   Thailand,,764,B R, 60 834, 47 461, 43 284, 105 389, 225 297, 271 588, 225 635, 169 880, 127 803, 94 965, 68 041, 47 367, 46 739, 32 265, 23 162, 40 171,1 629 881
776,2015,   Thailand,,764,B R, 73 151, 56 479, 46 745, 78 619, 174 053, 263 309, 264 112, 209 640, 157 715, 118 039, 86 388, 61 381, 49 812, 41 880, 28 926, 32 459,1 742 708
777,2020,   Thailand,,764,B R, 76 473, 59 036, 48 852, 82 158, 181 887, 275 200, 276 086, 219 173, 164 903, 123 433, 90 345, 64 200, 52 105, 43 810, 30 254, 33 942,1 821 857
778,1990,   Timor-Leste,,626,B R,  498,  325,  244,  249,  394,  506,  537,  508,  406,  278,  178,  128,  109,  48,  20,  22, 4 450
779,1995,   Timor-Leste,,626,B R,  520,  349,  274,  259,  380,  485,  544,  547,  468,  343,  225,  151,  117,  51,  22,  28, 4 763
780,2000,   Timor-Leste,,626,B R,  544,  375,  307,  270,  364,  460,  547,  587,  537,  416,  277,  177,  127,  55,  23,  29, 5 095
781,2005,   Timor-Leste,,626,B R,  405,  288,  242,  247,  415,  586,  698,  710,  648,  541,  330,  190,  140,  65,  41,  32, 5 578
782,2010,   Timor-Leste,,626,B R,  282,  203,  181,  226,  452,  709,  764,  792,  721,  642,  358,  218,  125,  75,  47,  42, 5 837
783,2015,   Timor-Leste,,626,B R,  291,  245,  307,  571,  675,  552,  484,  385,  435,  409,  296,  169,  127,  97,  57,  48, 5 148
784,2020,   Timor-Leste,,626,B R,  277,  223,  255,  419,  536,  517,  501,  524,  520,  449,  325,  203,  114,  101,  55,  57, 5 076
785,1990,   Viet Nam,,704,C R, 1 177, 1 424, 1 624, 1 704, 1 786, 1 744, 1 423, 1 043,  785,  676,  592,  472,  352,  214,  86,  128, 15 230
786,1995,   Viet Nam,,704,C R, 2 101, 2 552, 2 942, 3 098, 3 289, 3 243, 2 676, 1 924, 1 395, 1 295, 1 145,  939,  736,  440,  125,  287, 28 187
787,2000,   Viet Nam,,704,C R, 2 321, 2 032, 2 334, 3 032, 3 728, 3 956, 3 748, 3 068, 2 260, 1 734, 1 355, 1 145,  830,  691,  321,  270, 32 825
788,2005,   Viet Nam,,704,C R, 2 252, 1 998, 1 757, 2 115, 2 814, 3 380, 3 510, 3 288, 2 691, 1 996, 1 506, 1 162,  948,  667,  548,  474, 31 106
789,2010,   Viet Nam,,704,C R, 1 135, 1 334, 1 686, 2 245, 3 421, 4 342, 4 687, 4 531, 3 757, 2 820, 2 005, 1 600, 1 213,  575,  251,  369, 35 971
790,2015,   Viet Nam,,704,C R, 1 356, 1 304, 1 503, 2 188, 3 365, 4 694, 5 221, 5 198, 4 852, 4 120, 2 953, 1 970, 1 530,  979,  519,  416, 42 168
791,2020,   Viet Nam,,704,C R, 1 354, 1 414, 1 399, 1 900, 3 080, 4 329, 5 180, 5 337, 5 122, 4 787, 3 741, 2 451, 1 781, 1 139,  833,  624, 44 471
799,1990,   Afghanistan,,4,B R, 2 146, 2 155, 2 485, 2 811, 3 323, 3 780, 3 664, 3 120, 2 444, 1 849, 1 454, 1 206,  906,  609,  244,  362, 32 558
800,1995,   Afghanistan,,4,B R, 2 438, 2 559, 2 823, 3 212, 3 820, 4 300, 4 293, 3 921, 3 229, 2 508, 1 952, 1 575, 1 151,  664,  267,  393, 39 105
801,2000,   Afghanistan,,4,B R, 2 549, 2 782, 2 970, 3 420, 4 096, 4 550, 4 621, 4 420, 3 752, 2 961, 2 286, 1 813, 1 300,  665,  267,  396, 42 848
802,2005,   Afghanistan,,4,B R, 2 879, 3 103, 3 446, 3 941, 4 596, 5 054, 5 174, 4 944, 4 364, 3 593, 2 889, 2 331, 1 625,  673,  270,  399, 49 281
803,2010,   Afghanistan,,4,B R, 3 336, 3 561, 4 072, 4 633, 5 294, 5 781, 5 955, 5 684, 5 167, 4 385, 3 624, 2 956, 1 862,  710,  284,  422, 57 726
804,2015,   Afghanistan,,4,B R, 21 571, 21 175, 18 162, 12 305, 12 129, 13 458, 14 189, 13 844, 12 770, 11 014, 8 674, 6 419, 4 078,  840,  420,  502, 171 550
805,2020,   Afghanistan,,4,B R, 9 330, 6 214, 5 776, 5 663, 4 970, 5 359, 5 666, 5 543, 5 161, 4 630, 3 800, 2 943, 2 174, 1 298,  371,  291, 69 189
806,1990,   Bangladesh,,50,B R, 23 247, 19 379, 53 810, 90 704, 98 453, 79 010, 45 803, 24 929, 14 398, 9 044, 5 610, 4 088, 3 839, 1 891,  757, 1 135, 476 097
807,1995,   Bangladesh,,50,B R, 16 722, 19 105, 19 223, 49 766, 93 290, 108 507, 78 203, 38 622, 26 677, 17 842, 11 735, 8 076, 5 956, 4 561, 3 179, 2 525, 503 989
808,2000,   Bangladesh,,50,B R, 15 712, 19 478, 18 651, 27 421, 64 055, 101 927, 106 755, 71 730, 29 686, 23 255, 13 908, 13 463, 8 454, 6 925, 5 972, 4 515, 531 907
809,2005,   Bangladesh,,50,B R, 22 225, 24 890, 27 810, 27 653, 42 057, 73 189, 100 929, 101 209, 54 436, 29 405, 20 422, 15 829, 11 311, 8 010, 6 063, 6 708, 572 146
810,2010,   Bangladesh,,50,B R, 32 530, 35 076, 40 279, 40 305, 55 021, 70 786, 83 498, 100 928, 80 071, 55 921, 37 881, 26 784, 18 744, 12 724, 8 261, 11 739, 710 548
811,2015,   Bangladesh,,50,B R, 35 679, 35 505, 38 457, 41 776, 69 396, 83 762, 78 690, 79 699, 85 678, 75 152, 45 275, 29 553, 20 520, 13 122, 8 192, 11 285, 751 741
812,2020,   Bangladesh,,50,B R, 96 337, 88 912, 86 406, 50 397, 91 495, 122 981, 114 165, 96 077, 79 524, 90 790, 69 993, 40 948, 26 871, 16 942, 9 875, 12 265,1 093 978
813,1990,   Bhutan,,64,B,  479,  448,  429,  543, 1 287, 4 777, 3 473, 2 343, 2 005, 1 280,  953,  550,  321,  244,  164,  113, 19 409
814,1995,   Bhutan,,64,B,  582,  634,  560,  726, 1 528, 1 961, 5 763, 3 562, 2 412, 1 877, 1 171,  851,  475,  314,  213,  175, 22 804
815,2000,   Bhutan,,64,B,  516,  811,  708, 1 153, 2 087, 2 127, 2 654, 5 745, 3 446, 2 301, 1 708, 1 170,  747,  472,  316,  239, 26 200
816,2005,   Bhutan,,64,B,  465,  507,  529, 1 278, 10 434, 5 428, 4 114, 3 523, 2 271, 1 693,  953,  548,  356,  256,  176,  211, 32 742
817,2010,   Bhutan,,64,B,  316,  669,  724, 1 319, 2 954, 10 506, 7 290, 4 833, 3 889, 2 549, 1 859,  957,  534,  357,  221,  306, 39 283
818,2015,   Bhutan,,64,B,  481,  522,  547, 1 184, 9 432, 9 106, 6 856, 5 131, 3 650, 2 810, 1 798,  862,  486,  211,  145,  175, 43 396
819,2020,   Bhutan,,64,B,  453,  603,  622, 1 213, 2 927, 9 782, 9 980, 6 478, 4 731, 3 400, 2 488, 1 463,  643,  349,  171,  221, 45 524
820,1990,   India,,356,B R, 19 440, 31 223, 90 409, 168 545, 236 864, 303 059, 340 143, 360 859, 337 778, 306 108, 256 964, 210 668, 182 626, 177 404, 181 441, 763 939,3 967 470
821,1995,   India,,356,B R, 17 651, 28 357, 71 070, 135 360, 192 689, 260 877, 308 955, 337 576, 324 546, 290 959, 254 716, 201 117, 165 843, 161 100, 168 471, 689 691,3 608 978
822,2000,   India,,356,B R, 18 119, 29 054, 60 697, 79 477, 156 403, 154 234, 183 622, 330 809, 326 765, 295 413, 255 551, 223 253, 171 299, 161 132, 172 858, 684 905,3 303 591
823,2005,   India,,356,B R, 41 530, 50 256, 51 910, 96 942, 144 394, 189 781, 173 376, 195 863, 311 730, 302 659, 261 678, 224 626, 181 171, 138 006, 119 318, 448 249,2 931 489
824,2010,   India,,356,B R, 23 536, 51 466, 66 391, 85 117, 142 158, 173 879, 214 898, 196 612, 192 304, 298 248, 278 637, 229 021, 184 459, 149 001, 102 409, 311 359,2 699 495
825,2015,   India,,356,B R, 27 196, 34 271, 57 509, 90 988, 138 446, 174 106, 179 076, 212 595, 180 086, 177 403, 269 245, 244 309, 190 635, 153 074, 111 396, 234 180,2 474 515
826,2020,   India,,356,B R, 24 802, 32 696, 39 549, 80 015, 139 002, 166 270, 178 455, 176 529, 197 280, 166 364, 156 312, 236 894, 204 593, 159 209, 114 990, 200 952,2 273 912
827,1990,   Iran (Islamic Republic of),,364,C R, 211 856, 317 630, 300 484, 240 068, 214 999, 200 939, 182 534, 164 861, 144 038, 120 293, 93 738, 62 446, 44 911, 30 921, 20 685, 18 690,2 369 093
