Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
652,1990,   China*,,156,C, 20 053, 18 244, 21 482, 29 131, 41 018, 46 678, 43 941, 36 961, 27 996, 20 164, 16 413, 15 767, 13 396, 10 047, 6 028, 9 042, 376 361
653,1995,   China*,,156,C, 25 028, 22 770, 23 642, 28 794, 40 609, 48 260, 49 068, 44 895, 36 618, 28 073, 22 834, 20 520, 17 770, 13 327, 7 996, 11 994, 442 198
654,2000,   China*,,156,C, 29 988, 27 282, 25 820, 28 516, 40 279, 49 912, 54 218, 52 813, 45 200, 35 936, 29 219, 25 253, 22 121, 16 591, 9 954, 14 932, 508 034
655,2005,   China*,,156,C, 40 940, 36 197, 36 792, 43 292, 53 757, 64 053, 68 251, 66 241, 58 919, 48 816, 40 537, 34 371, 30 185, 22 638, 13 583, 20 375, 678 947
656,2010,   China*,,156,C, 51 973, 45 088, 47 979, 58 554, 67 229, 77 945, 81 886, 79 262, 72 499, 61 771, 51 995, 43 549, 38 306, 28 730, 17 238, 25 857, 849 861
657,2015,   China*,,156,C, 69 235, 53 205, 53 743, 63 944, 74 082, 85 790, 91 684, 90 201, 83 512, 72 274, 61 053, 51 200, 44 565, 33 423, 20 054, 30 081, 978 046
658,2020,   China*,,156,C, 62 809, 52 624, 54 326, 67 711, 83 614, 94 624, 97 220, 96 413, 90 232, 80 514, 66 731, 55 140, 45 091, 37 373, 26 063, 29 190,1 039 675
659,1990,"   China, Hong Kong SAR*",,344,B R, 20 253, 33 151, 46 966, 75 564, 85 351, 132 179, 199 741, 207 566, 225 572, 186 170, 188 798, 210 120, 200 738, 145 895, 111 694, 148 715,2 218 473
660,1995,"   China, Hong Kong SAR*",,344,B R, 31 831, 49 271, 56 052, 69 014, 110 444, 156 984, 188 714, 230 167, 223 141, 236 259, 189 416, 189 256, 198 839, 184 713, 141 413, 188 284,2 443 798
661,2000,"   China, Hong Kong SAR*",,344,B R, 23 718, 61 537, 95 442, 81 370, 111 137, 164 436, 197 341, 211 196, 251 861, 235 301, 241 766, 192 505, 191 250, 196 062, 171 634, 242 566,2 669 122
662,2005,"   China, Hong Kong SAR*",,344,B R, 17 043, 50 900, 80 867, 107 980, 117 829, 146 561, 197 375, 209 237, 220 290, 240 568, 237 581, 231 478, 189 159, 183 554, 179 848, 310 965,2 721 235
663,2010,"   China, Hong Kong SAR*",,344,B R, 11 818, 26 317, 68 618, 97 228, 135 148, 181 334, 194 979, 231 421, 224 119, 211 290, 233 162, 218 535, 222 254, 177 406, 171 054, 375 267,2 779 950
664,2015,"   China, Hong Kong SAR*",,344,B R, 11 866, 24 990, 37 614, 78 255, 121 454, 198 529, 229 530, 236 038, 250 188, 229 129, 217 507, 223 988, 208 117, 210 238, 162 856, 400 814,2 841 113
665,2020,"   China, Hong Kong SAR*",,344,B R, 32 125, 36 153, 40 660, 74 914, 154 064, 196 414, 235 248, 239 968, 241 105, 256 361, 227 017, 211 782, 216 348, 197 461, 194 423, 408 449,2 962 492
666,1990,"   China, Macao SAR*",,446,B, 2 473, 4 746, 9 143, 14 005, 21 045, 26 396, 30 982, 25 086, 17 535, 10 172, 8 247, 8 181, 8 290, 6 799, 5 226, 6 721, 205 047
667,1995,"   China, Macao SAR*",,446,B, 4 913, 4 731, 5 791, 10 641, 18 862, 26 683, 30 033, 32 370, 25 987, 17 385, 9 828, 7 987, 7 917, 7 863, 6 184, 7 754, 224 929
668,2000,"   China, Macao SAR*",,446,B, 1 424, 3 323, 7 601, 9 024, 17 090, 21 590, 24 549, 31 969, 33 597, 27 326, 18 831, 10 731, 8 234, 7 905, 7 166, 10 431, 240 791
669,2005,"   China, Macao SAR*",,446,B, 3 997, 4 723, 5 304, 12 385, 17 100, 24 674, 27 373, 28 524, 34 101, 35 186, 27 886, 19 515, 10 784, 8 137, 7 612, 12 007, 279 308
670,2010,"   China, Macao SAR*",,446,B, 1 852, 2 740, 4 904, 9 293, 22 741, 27 712, 29 383, 33 953, 34 076, 37 579, 35 270, 28 329, 19 438, 9 683, 7 809, 13 744, 318 506
671,2015,"   China, Macao SAR*",,446,B, 1 979, 3 526, 4 465, 10 741, 23 647, 35 300, 34 906, 36 140, 39 851, 39 362, 39 081, 35 034, 27 805, 19 903, 8 846, 15 480, 376 066
672,2020,"   China, Macao SAR*",,446,B, 5 771, 6 454, 7 060, 11 782, 23 385, 35 352, 39 401, 34 208, 34 857, 39 165, 37 452, 36 781, 32 790, 25 458, 17 510, 16 064, 403 490
673,1990,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
674,1995,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
675,2000,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
676,2005,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
677,2010,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
678,2015,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
679,2020,"   China, Taiwan Province of China*",,158,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
680,1990,   Dem. People's Republic of Korea,,408,I, 1 910, 1 573, 1 455, 1 943, 3 192, 3 927, 4 007, 3 607, 2 851, 2 037, 1 642, 1 581, 1 440, 1 234,  823,  881, 34 103
681,1995,   Dem. People's Republic of Korea,,408,I, 1 912, 1 575, 1 531, 1 908, 2 933, 3 672, 3 965, 3 783, 3 166, 2 423, 1 961, 1 757, 1 610, 1 238,  825,  884, 35 143
682,2000,   Dem. People's Republic of Korea,,408,I, 1 920, 1 582, 1 613, 1 879, 2 685, 3 430, 3 926, 3 971, 3 491, 2 815, 2 285, 1 939, 1 685, 1 244,  829,  889, 36 183
683,2005,   Dem. People's Republic of Korea,,408,I, 1 749, 1 560, 1 482, 2 355, 3 194, 3 802, 4 128, 4 255, 3 988, 3 482, 2 689, 2 217, 1 727, 1 431, 1 037, 1 001, 40 097
684,2010,   Dem. People's Republic of Korea,,408,I, 1 522, 1 344, 1 566, 2 160, 3 330, 4 195, 4 622, 4 666, 4 495, 4 140, 3 508, 2 582, 1 997, 1 474, 1 147, 1 262, 44 010
685,2015,   Dem. People's Republic of Korea,,408,I, 1 493, 1 287, 1 374, 2 259, 3 539, 4 745, 5 009, 4 965, 4 865, 4 664, 4 131, 3 390, 2 385, 1 726, 1 188, 1 438, 48 458
686,2020,   Dem. People's Republic of Korea,,408,I, 1 306, 1 092, 1 179, 1 905, 3 354, 4 579, 5 180, 5 015, 4 889, 4 813, 4 472, 3 858, 3 031, 2 001, 1 356, 1 519, 49 549
687,1990,   Japan,,392,C, 49 285, 60 359, 64 878, 82 668, 131 076, 145 625, 118 494, 100 825, 85 474, 65 444, 51 370, 38 492, 27 446, 18 355, 14 111, 21 415,1 075 317
688,1995,   Japan,,392,C, 59 412, 60 223, 64 602, 84 687, 152 641, 188 804, 176 594, 147 010, 111 164, 87 418, 69 771, 51 717, 36 632, 26 232, 17 785, 27 679,1 362 371
689,2000,   Japan,,392,C, 70 412, 61 249, 65 468, 88 244, 176 909, 235 062, 237 180, 195 314, 138 865, 111 009, 89 721, 66 288, 48 939, 34 169, 25 996, 41 619,1 686 444
690,2005,   Japan,,392,C, 66 255, 65 128, 58 462, 88 738, 242 347, 278 647, 261 047, 230 608, 185 433, 134 268, 108 693, 89 696, 65 031, 48 145, 33 916, 55 141,2 011 555
691,2010,   Japan,,392,C, 73 004, 64 526, 66 778, 84 031, 263 728, 288 949, 261 750, 227 104, 205 867, 164 613, 118 607, 92 758, 73 820, 53 188, 39 205, 56 223,2 134 151
692,2015,   Japan,,392,C, 81 069, 66 034, 59 148, 96 314, 254 731, 295 783, 264 893, 225 825, 203 132, 186 347, 146 844, 102 707, 79 736, 61 936, 44 226, 63 464,2 232 189
693,2020,   Japan,,392,C, 89 613, 65 893, 70 655, 82 377, 148 314, 341 374, 375 314, 323 031, 282 353, 252 425, 223 558, 172 566, 115 472, 82 670, 62 323, 83 058,2 770 996
694,1990,   Mongolia,,496,C R,  353,  349,  308,  343,  816,  721,  636,  597,  642,  628,  480,  334,  167,  143,  108,  93, 6 718
695,1995,   Mongolia,,496,C R,  304,  320,  283,  326,  827,  806,  749,  790,  853,  780,  544,  368,  177,  124,  93,  80, 7 424
696,2000,   Mongolia,,496,C R,  258,  295,  261,  313,  847,  901,  860,  992, 1 074,  941,  613,  405,  189,  107,  81,  69, 8 206
697,2005,   Mongolia,,496,C R,  331,  346,  305,  382, 1 101, 1 259, 1 234, 1 502, 1 628, 1 388,  862,  560,  255,  135,  102,  87, 11 477
698,2010,   Mongolia,,496,C R,  441,  437,  385,  495, 1 481, 1 761, 1 747, 2 185, 2 369, 1 993, 1 212,  778,  351,  178,  134,  115, 16 062
699,2015,   Mongolia,,496,C R,  981, 1 327,  868,  566, 1 195, 2 256, 1 973, 1 940, 2 324, 2 220, 1 635, 1 162,  684,  361,  160,  234, 19 886
700,2020,   Mongolia,,496,C R,  718,  814, 1 285, 1 253, 1 415, 1 965, 2 517, 1 899, 1 820, 2 216, 2 015, 1 423,  978,  542,  258,  227, 21 345
701,1990,   Republic of Korea,,410,C R, 2 791, 3 611, 3 731, 3 054, 3 270, 3 973, 4 964, 4 235, 3 806, 2 825, 2 134, 1 727, 1 242,  836,  496,  552, 43 247
702,1995,   Republic of Korea,,410,C R, 2 467, 2 631, 3 622, 11 109, 19 782, 20 782, 18 066, 12 937, 9 410, 7 597, 5 668, 3 786, 2 350, 1 468, 1 066, 1 145, 123 886
703,2000,   Republic of Korea,,410,C R, 2 942, 2 508, 4 684, 22 720, 42 615, 44 233, 36 950, 25 785, 18 033, 14 805, 11 019, 7 059, 4 212, 2 572, 1 978, 2 109, 244 224
704,2005,   Republic of Korea,,410,C R, 5 852, 4 943, 5 035, 13 600, 76 767, 92 725, 83 203, 63 759, 38 797, 32 927, 25 959, 17 869, 10 211, 6 544, 3 686, 4 188, 486 065
705,2010,   Republic of Korea,,410,C R, 10 958, 30 435, 35 758, 64 298, 109 333, 137 231, 123 627, 111 445, 89 793, 66 347, 50 554, 35 330, 23 950, 13 544, 8 162, 9 222, 919 987
706,2015,   Republic of Korea,,410,C R, 16 548, 42 020, 60 832, 95 698, 197 502, 204 932, 170 556, 138 096, 123 432, 100 563, 75 447, 55 531, 37 197, 22 158, 13 063, 17 330,1 370 905
707,2020,   Republic of Korea,,410,C R, 20 529, 53 140, 75 695, 123 467, 249 393, 270 792, 215 676, 169 820, 146 360, 123 519, 95 933, 70 221, 48 006, 28 530, 17 193, 19 908,1 728 182
715,1990,   Brunei Darussalam,,96,B, 3 521, 3 062, 2 407, 2 401, 8 533, 12 120, 12 697, 10 409, 7 059, 3 665, 2 446, 1 630, 1 131,  810,  554,  755, 73 200
716,1995,   Brunei Darussalam,,96,B, 1 870, 2 521, 2 445, 3 488, 9 134, 15 401, 14 348, 11 462, 8 669, 5 877, 2 995, 1 974, 1 371,  950, 1 357,  886, 84 748
717,2000,   Brunei Darussalam,,96,B, 2 197, 1 472, 2 133, 3 853, 9 713, 15 063, 17 259, 13 347, 9 942, 7 635, 5 140, 2 693, 1 738, 1 207, 1 384, 1 520, 96 296
718,2005,   Brunei Darussalam,,96,B, 2 150, 1 531, 1 068, 3 295, 9 592, 14 338, 16 553, 14 121, 10 266, 7 944, 6 301, 4 434, 2 227, 1 419, 1 521, 1 681, 98 441
719,2010,   Brunei Darussalam,,96,B, 2 199, 1 543, 1 099, 2 286, 9 177, 14 335, 15 890, 13 372, 10 972, 8 231, 6 587, 5 551, 3 876, 1 873, 1 724, 1 872, 100 587
720,2015,   Brunei Darussalam,,96,B, 2 249, 1 578, 1 119, 2 340, 8 315, 14 042, 15 933, 12 668, 10 186, 8 901, 6 862, 5 844, 4 966, 3 425, 2 155, 2 150, 102 733
721,2020,   Brunei Darussalam,,96,B, 2 839, 1 857, 1 318, 2 887, 10 168, 15 192, 17 049, 13 163, 9 623, 8 183, 7 509, 6 132, 5 243, 4 440, 3 690, 2 666, 111 959
722,1990,   Cambodia,,116,B R, 1 470, 4 688, 6 603, 5 511, 4 526, 4 041, 3 043, 2 298, 1 775, 1 292,  950,  836,  750,  296,  118,  178, 38 375
723,1995,   Cambodia,,116,B R, 4 410, 6 397, 11 769, 14 862, 11 435, 8 993, 7 998, 6 349, 5 648, 4 597, 3 153, 2 024, 1 582, 1 235, 1 060,  718, 92 230
724,2000,   Cambodia,,116,B R, 3 767, 25 346, 32 153, 20 332, 12 599, 10 648, 8 609, 8 422, 7 762, 5 201, 3 073, 2 374, 1 802, 1 998,  799, 1 200, 146 085
725,2005,   Cambodia,,116,B R, 1 498, 2 630, 12 537, 16 317, 15 422, 13 288, 11 064, 8 721, 8 028, 7 142, 5 478, 4 060, 2 897, 1 899, 1 829, 1 286, 114 096
726,2010,   Cambodia,,116,B R,  996, 1 315, 2 152, 11 087, 13 827, 10 981, 8 229, 7 428, 6 470, 5 808, 4 977, 3 431, 1 942, 1 693,  676, 1 016, 82 028
727,2015,   Cambodia,,116,B R,  897, 1 566, 1 793, 3 025, 9 760, 12 078, 9 914, 7 571, 6 569, 5 644, 4 738, 3 883, 2 676, 1 564, 1 256, 1 028, 73 962
728,2020,   Cambodia,,116,B R, 1 085, 1 873, 2 364, 3 542, 6 246, 11 218, 11 969, 9 683, 7 537, 6 440, 5 164, 4 113, 3 203, 2 169, 1 278, 1 457, 79 341
729,1990,   Indonesia,,360,B R, 36 751, 35 302, 37 642, 40 929, 43 653, 45 838, 47 725, 44 559, 39 132, 30 347, 23 864, 16 374, 11 462, 5 731, 2 865, 3 438, 465 612
730,1995,   Indonesia,,360,B R, 27 158, 27 642, 32 967, 37 705, 39 736, 40 110, 38 636, 33 748, 28 719, 22 609, 18 233, 13 018, 9 112, 4 556, 2 278, 2 733, 378 960
731,2000,   Indonesia,,360,B R, 22 995, 27 434, 30 940, 31 295, 30 251, 29 866, 27 062, 21 736, 17 643, 13 688, 12 030, 8 776, 6 698, 4 315, 2 884, 4 694, 292 307
732,2005,   Indonesia,,360,B R, 20 841, 35 725, 37 429, 31 712, 28 841, 25 613, 22 755, 19 507, 15 358, 14 237, 11 231, 8 603, 6 630, 4 222, 2 539, 4 067, 289 310
733,2010,   Indonesia,,360,B R, 17 232, 22 110, 36 427, 38 915, 32 106, 23 573, 21 229, 24 180, 23 091, 19 292, 17 075, 11 569, 8 286, 4 322, 2 866, 5 214, 307 487
734,2015,   Indonesia,,360,B R, 12 852, 13 567, 20 950, 40 911, 49 046, 42 510, 28 745, 22 561, 24 464, 23 455, 18 474, 15 703, 10 284, 6 908, 3 284, 4 410, 338 124
735,2020,   Indonesia,,360,B R, 12 950, 8 203, 11 930, 25 624, 50 568, 57 962, 45 529, 28 229, 21 622, 23 756, 21 571, 16 376, 13 554, 8 315, 5 123, 4 193, 355 505
736,1990,   Lao People's Democratic Republic,,418,C R, 1 945, 2 328, 2 625, 2 648, 2 650, 2 494, 2 009, 1 445, 1 077,  919,  805,  661,  535,  363,  145,  217, 22 866
737,1995,   Lao People's Democratic Republic,,418,C R, 1 292, 1 515, 1 893, 2 253, 2 530, 2 704, 2 684, 2 184, 1 654, 1 247, 1 015,  849,  718,  527,  252,  209, 23 526
738,2000,   Lao People's Democratic Republic,,418,C R, 1 283, 1 458, 1 739, 2 007, 2 311, 2 439, 2 361, 2 084, 1 673, 1 277,  976,  780,  680,  460,  168,  252, 21 948
739,2005,   Lao People's Democratic Republic,,418,C R,  968, 1 032, 1 215, 1 475, 1 879, 2 217, 2 347, 2 235, 1 895, 1 459, 1 086,  845,  700,  511,  266,  241, 20 371
740,2010,   Lao People's Democratic Republic,,418,C R, 1 326, 1 508, 1 838, 2 273, 3 197, 3 866, 4 087, 3 866, 3 134, 2 311, 1 734, 1 406, 1 116,  592,  279,  422, 32 955
741,2015,   Lao People's Democratic Republic,,418,C R, 2 287, 1 130, 1 079, 2 101, 4 844, 6 722, 6 101, 5 138, 4 957, 4 051, 2 979, 1 562, 1 041,  600,  339,  607, 45 538
742,2020,   Lao People's Democratic Republic,,418,C R, 1 842, 1 654, 1 012, 1 821, 3 625, 6 220, 7 204, 6 008, 4 970, 4 816, 3 765, 2 670, 1 344,  839,  436,  505, 48 731
743,1990,   Malaysia*,,458,C R, 51 343, 43 362, 64 778, 105 117, 120 055, 101 945, 75 320, 49 270, 29 180, 17 109, 10 096, 6 670, 4 871, 4 607, 5 763, 6 434, 695 920
744,1995,   Malaysia*,,458,C R, 78 108, 55 058, 57 407, 110 604, 162 029, 149 347, 115 059, 80 292, 47 495, 28 188, 16 188, 10 000, 7 300, 5 336, 6 614, 8 343, 937 368
745,2000,   Malaysia*,,458,C R, 140 950, 92 256, 72 132, 99 270, 230 959, 252 807, 193 096, 150 433, 89 294, 52 513, 31 648, 16 686, 13 171, 8 627, 7 306, 12 450,1 463 598
746,2005,   Malaysia*,,458,C R, 61 340, 93 631, 146 431, 260 556, 307 493, 286 722, 252 833, 181 061, 127 577, 77 378, 44 896, 28 302, 16 222, 11 821, 7 693, 14 548,1 918 504
747,2010,   Malaysia*,,458,C R, 56 232, 55 415, 49 016, 205 215, 457 455, 525 687, 351 112, 260 237, 174 292, 108 164, 67 415, 38 253, 25 311, 15 626, 10 386, 17 579,2 417 395
748,2015,   Malaysia*,,458,C R, 154 263, 67 477, 58 452, 264 242, 617 370, 699 540, 473 391, 345 677, 227 093, 140 201, 90 669, 54 569, 33 896, 21 093, 11 333, 21 415,3 280 681
749,2020,   Malaysia*,,458,C R, 109 466, 92 216, 53 594, 284 786, 679 689, 771 580, 509 360, 368 540, 237 484, 140 711, 88 853, 53 160, 34 391, 20 721, 11 933, 20 076,3 476 560
750,1990,   Myanmar,,104,C, 6 018, 7 106, 8 543, 12 318, 15 517, 17 004, 15 588, 13 260, 10 167, 8 275, 5 942, 4 640, 3 129, 2 851, 1 511, 1 676, 133 545
751,1995,   Myanmar,,104,C, 5 312, 6 272, 7 169, 9 990, 12 371, 13 766, 12 984, 11 276, 8 881, 7 231, 5 392, 4 400, 3 288, 2 517, 1 334, 1 480, 113 663
752,2000,   Myanmar,,104,C, 4 807, 5 675, 6 070, 8 047, 9 703, 11 059, 10 874, 9 722, 7 932, 6 461, 5 044, 4 323, 3 467, 2 279, 1 208, 1 340, 98 011
753,2005,   Myanmar,,104,C, 4 118, 3 908, 4 609, 4 941, 6 557, 7 903, 8 998, 8 835, 7 899, 6 445, 5 247, 4 097, 3 508, 2 813, 1 492, 1 655, 83 025
754,2010,   Myanmar,,104,C, 3 790, 3 596, 4 242, 4 547, 6 034, 7 273, 8 281, 8 131, 7 270, 5 931, 4 829, 3 770, 3 228, 2 589, 1 373, 1 530, 76 414
755,2015,   Myanmar,,104,C, 3 635, 3 449, 4 069, 4 362, 5 788, 6 977, 7 945, 7 800, 6 974, 5 689, 4 632, 3 616, 3 096, 2 483, 1 317, 1 477, 73 309
756,2020,   Myanmar,,104,C, 3 534, 3 423, 3 672, 4 184, 5 860, 7 571, 7 690, 7 854, 7 507, 6 713, 5 252, 4 134, 3 125, 2 527, 1 861, 1 539, 76 446
757,1990,   Philippines,,608,C R, 13 907, 12 752, 11 472, 10 766, 10 793, 11 124, 11 165, 10 681, 9 965, 9 248, 8 252, 6 938, 6 212, 6 525, 7 050, 7 221, 154 071
758,1995,   Philippines,,608,C R, 18 907, 15 181, 13 903, 13 146, 16 949, 19 368, 19 047, 16 785, 14 973, 11 971, 9 982, 8 247, 6 701, 5 729, 5 619, 10 837, 207 345
759,2000,   Philippines,,608,C R, 30 149, 22 333, 17 670, 21 559, 28 678, 32 326, 32 026, 28 324, 22 578, 18 958, 13 623, 12 635, 9 320, 7 701, 6 703, 13 512, 318 095
760,2005,   Philippines,,608,C R, 24 648, 20 154, 15 302, 13 698, 17 758, 22 612, 24 618, 23 756, 20 529, 16 437, 13 431, 9 897, 8 720, 6 454, 5 288, 14 166, 257 468
761,2010,   Philippines,,608,C R, 20 315, 16 091, 13 583, 11 457, 11 442, 14 550, 17 637, 18 561, 17 408, 15 000, 11 936, 9 551, 6 951, 5 948, 4 347, 13 822, 208 599
762,2015,   Philippines,,608,C R, 20 819, 16 106, 13 188, 12 740, 13 734, 14 930, 16 315, 17 240, 16 945, 15 497, 12 872, 10 062, 7 870, 5 636, 4 640, 13 268, 211 862
763,2020,   Philippines,,608,C R, 22 059, 16 916, 13 656, 13 200, 15 922, 18 103, 17 960, 17 402, 16 896, 15 908, 13 754, 11 104, 8 489, 6 450, 4 519, 13 187, 225 525
764,1990,   Singapore,,702,B, 16 776, 19 249, 26 561, 38 575, 53 901, 70 367, 74 726, 74 075, 69 080, 60 260, 56 927, 54 743, 39 205, 22 403, 16 802, 33 612, 727 262
765,1995,   Singapore,,702,B, 13 297, 21 518, 25 753, 34 769, 66 783, 95 950, 110 785, 110 297, 102 868, 91 642, 78 970, 71 810, 65 155, 43 605, 22 915, 35 375, 991 492
766,2000,   Singapore,,702,B, 22 610, 39 087, 37 243, 26 797, 43 708, 124 762, 168 106, 151 706, 123 806, 124 093, 120 554, 92 582, 83 766, 84 752, 67 443, 40 676,1 351 691
767,2005,   Singapore,,702,B, 19 996, 31 932, 52 059, 53 082, 71 383, 123 993, 188 511, 214 585, 188 928, 153 890, 144 617, 132 732, 98 157, 83 407, 77 769, 75 553,1 710 594
768,2010,   Singapore,,702,B, 47 378, 77 015, 72 147, 68 757, 77 931, 197 008, 287 477, 281 859, 238 251, 184 259, 131 165, 121 024, 115 810, 84 408, 74 580, 105 725,2 164 794
769,2015,   Singapore,,702,B, 36 659, 56 226, 91 056, 90 050, 112 234, 150 740, 256 697, 322 877, 316 191, 267 442, 203 946, 142 669, 122 121, 109 410, 78 423, 126 664,2 483 405
770,2020,   Singapore,,702,B, 26 836, 40 959, 64 238, 100 602, 118 233, 159 220, 179 781, 260 890, 326 151, 316 466, 261 124, 193 518, 128 229, 105 714, 95 323, 146 364,2 523 648
771,1990,   Thailand,,764,B R, 27 025, 47 595, 71 777, 81 956, 73 401, 56 507, 40 908, 28 959, 20 232, 14 500, 11 069, 9 170, 9 248, 11 000, 12 473, 12 873, 528 693
772,1995,   Thailand,,764,B R, 30 467, 51 758, 93 046, 125 332, 124 017, 99 304, 72 617, 51 847, 36 263, 25 295, 18 823, 14 856, 13 046, 15 091, 18 378, 19 580, 809 720
773,2000,   Thailand,,764,B R, 41 423, 52 815, 107 274, 180 521, 207 130, 176 455, 130 691, 93 916, 66 447, 45 718, 32 521, 25 702, 20 252, 20 101, 26 579, 30 276,1 257 821
774,2005,   Thailand,,764,B R, 76 240, 67 596, 115 795, 256 695, 370 123, 349 091, 263 614, 190 185, 135 918, 94 804, 63 945, 48 981, 40 267, 30 057, 39 741, 52 558,2 195 610
775,2010,   Thailand,,764,B R, 122 741, 100 287, 97 454, 241 285, 509 632, 573 100, 448 106, 323 049, 233 306, 164 299, 113 037, 74 024, 69 263, 48 535, 39 395, 76 868,3 234 381
776,2015,   Thailand,,764,B R, 146 354, 118 247, 104 841, 179 597, 398 131, 574 057, 541 437, 408 862, 294 977, 210 807, 147 042, 99 178, 75 969, 62 455, 46 619, 61 647,3 470 220
777,2020,   Thailand,,764,B R, 153 197, 123 776, 109 743, 187 995, 416 748, 600 901, 566 755, 427 981, 308 770, 220 664, 153 918, 103 815, 79 521, 65 375, 48 799, 64 538,3 632 496
778,1990,   Timor-Leste,,626,B R,  935,  627,  502,  562,  962, 1 240, 1 202,  984,  689,  434,  269,  197,  179,  80,  37,  55, 8 954
779,1995,   Timor-Leste,,626,B R,  997,  685,  576,  604,  973, 1 252, 1 265, 1 085,  804,  538,  342,  235,  194,  86,  40,  67, 9 743
780,2000,   Timor-Leste,,626,B R, 1 065,  749,  659,  651,  983, 1 260, 1 331, 1 196,  932,  655,  425,  277,  211,  93,  43,  72, 10 602
781,2005,   Timor-Leste,,626,B R,  867,  625,  545,  583, 1 003, 1 403, 1 538, 1 394, 1 122,  868,  510,  308,  239,  122,  79,  80, 11 286
782,2010,   Timor-Leste,,626,B R,  656,  490,  422,  501,  989, 1 487, 1 677, 1 529, 1 259, 1 036,  572,  326,  257,  143,  109,  87, 11 540
783,2015,   Timor-Leste,,626,B R,  513,  421,  474,  752,  955,  896,  894,  860,  798,  653,  468,  279,  194,  165,  101,  97, 8 520
784,2020,   Timor-Leste,,626,B R,  505,  415,  467,  741,  941,  883,  881,  847,  786,  643,  461,  275,  191,  162,  99,  102, 8 399
785,1990,   Viet Nam,,704,C R, 2 392, 2 863, 3 228, 3 257, 3 259, 3 068, 2 460, 1 778, 1 325, 1 131,  991,  813,  659,  447,  179,  268, 28 118
786,1995,   Viet Nam,,704,C R, 4 360, 5 219, 5 884, 5 937, 5 941, 5 593, 4 484, 3 241, 2 415, 2 061, 1 806, 1 482, 1 201,  814,  326,  498, 51 262
787,2000,   Viet Nam,,704,C R, 4 870, 4 132, 4 592, 5 563, 6 348, 6 437, 5 973, 4 797, 3 459, 2 610, 2 036, 1 888, 1 443, 1 183,  862,  561, 56 754
788,2005,   Viet Nam,,704,C R, 4 459, 3 900, 3 330, 3 828, 4 771, 5 429, 5 470, 5 037, 4 029, 2 946, 2 206, 1 736, 1 553, 1 186,  967,  921, 51 768
789,2010,   Viet Nam,,704,C R, 2 486, 2 827, 3 446, 4 260, 5 992, 7 245, 7 646, 7 245, 5 873, 4 332, 3 251, 2 635, 2 092, 1 111,  524,  791, 61 756
790,2015,   Viet Nam,,704,C R, 3 035, 2 822, 3 132, 4 219, 5 976, 7 934, 8 621, 8 409, 7 666, 6 254, 4 577, 3 401, 2 671, 2 048, 1 111,  917, 72 793
791,2020,   Viet Nam,,704,C R, 3 034, 3 065, 2 921, 3 669, 5 477, 7 325, 8 571, 8 636, 8 100, 7 272, 5 805, 4 235, 3 113, 2 385, 1 783, 1 376, 76 767
799,1990,   Afghanistan,,4,B R, 3 693, 3 795, 4 505, 5 370, 6 490, 7 154, 6 586, 5 336, 4 031, 3 011, 2 343, 1 936, 1 456,  986,  394,  600, 57 686
800,1995,   Afghanistan,,4,B R, 4 379, 4 705, 5 337, 6 381, 7 729, 8 399, 7 952, 6 892, 5 484, 4 212, 3 258, 2 629, 1 923, 1 118,  447,  677, 71 522
801,2000,   Afghanistan,,4,B R, 4 487, 4 995, 5 464, 6 549, 7 947, 8 536, 8 267, 7 537, 6 213, 4 858, 3 742, 2 975, 2 135, 1 101,  440,  671, 75 917
802,2005,   Afghanistan,,4,B R, 5 068, 5 602, 6 402, 7 506, 8 766, 9 390, 9 225, 8 489, 7 308, 5 952, 4 781, 3 857, 2 694, 1 133,  453,  688, 87 314
803,2010,   Afghanistan,,4,B R, 5 873, 6 455, 7 620, 8 792, 9 968, 10 650, 10 588, 9 814, 8 724, 7 311, 6 033, 4 912, 3 103, 1 213,  485,  735, 102 276
804,2015,   Afghanistan,,4,B R, 42 112, 42 902, 38 292, 26 413, 25 771, 27 806, 28 042, 26 376, 23 667, 20 095, 15 800, 11 667, 7 163, 1 582,  790,  954, 339 432
805,2020,   Afghanistan,,4,B R, 19 618, 13 863, 13 258, 12 910, 11 050, 11 570, 11 670, 10 983, 9 930, 8 764, 7 179, 5 549, 3 997, 2 478,  708,  571, 144 098
806,1990,   Bangladesh,,50,B R, 44 906, 38 414, 95 790, 164 290, 190 418, 149 364, 83 165, 42 274, 25 859, 15 821, 10 145, 7 393, 6 941, 3 419, 1 367, 2 051, 881 617
